lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
16208,lofsemd,\N,main,[lɔfsɛmd],n.,f.,"<div class=""oldnorse bodytext""><i>praise, laudation</i> (~arorð).</div>","praise, laudation (~arorð).","praise, laudation"
16209,lofsorð,\N,main,[lɔfsɔrð],n.,n.,"<div class=""oldnorse bodytext""><i>praise</i>.</div>",praise.,praise
16210,lofsæla,\N,main,[lɔfsɛːla],n.,f.,"<div class=""oldnorse bodytext""><i>esteem, fame</i>.</div>","esteem, fame.","esteem, fame"
16211,lofsæll,\N,main,[lɔfsɛːlː],adj.,\N,"<div class=""oldnorse bodytext""><i>glorious, famous</i>.</div>","glorious, famous.","glorious, famous"
16212,lofsöngr,\N,main,[lɔfsœnɣr],n.,m.,"<div class=""oldnorse bodytext""><i>song of praise, hymn</i>.</div>","song of praise, hymn.","song of praise, hymn"
16213,log,\N,main,[lɔɣ],n.,n.,"<div class=""oldnorse bodytext""><i>flame</i> (kerti mjök mikit ok log á);</div>",flame (kerti mjök mikit ok log á);,flame
16213,log,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">esp.</span><span class=""p"">pl.</span><i>lights, torches</i> (þrjú vóru log í skálanum).</div>","esp. pl. lights, torches (þrjú vóru log í skálanum).",\N
16214,loga,\N,main,[lɔɣa],v.,\N,"<div class=""oldnorse bodytext"">(að), <i>to burn with a flame, to blaze</i>; hyr sé ek brenna, en hauðr l., <i>I see the fire burning and the earth ablaze</i>.</div>","(að), to burn with a flame, to blaze; hyr sé ek brenna, en hauðr l., I see the fire burning and the earth ablaze.","to burn with a flame, to blaze"
16215,logi,\N,main,[lɔɣi],n.,m.,"<div class=""oldnorse bodytext""><i>flame, blaze</i>; brenna loga (<span class=""p"">dat.</span>), <i>to burn strongly, be ablaze</i>; þá var enn l. á eldinum, <i>the fire was still aflame</i>.</div>","flame, blaze; brenna loga (dat.), to burn strongly, be ablaze; þá var enn l. á eldinum, the fire was still aflame.","flame, blaze"
16216,loginn,\N,main,[lɔɣinː],\N,\N,\N,\N,\N
16217,lótt,\N,main,[loːtː],\N,\N,\N,\N,\N
16218,lýg,\N,main,[lyːɣ],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">ljúga</span>.</div>",from ljúga.,from ljúga.
16219,logn,\N,main,[lɔɣn],n.,n.,"<div class=""oldnorse bodytext""><i>calm</i> (l. var veðrs); veðrit datt (féll) í l., <i>it fell dead calm</i>.</div>","calm (l. var veðrs); veðrit datt (féll) í l., it fell dead calm.",calm
16220,logndrífa,\N,main,[lɔɣndriːva],n.,f.,"<div class=""oldnorse bodytext""><i>drift of snow in calm weather</i>.</div>",drift of snow in calm weather.,drift of snow in calm weather
16221,lognfara,\N,main,[lɔɣnvara],adj.,\N,"<div class=""oldnorse bodytext""><span class=""p"">indecl.</span>, <span class=""p"">poet.</span><i>tranquil, peaceful</i> (lundr ~).</div>","indecl., poet. tranquil, peaceful (lundr ~).","tranquil, peaceful"
16222,lognrétt,\N,main,[lɔɣnreːtː],n.,f.,"<div class=""oldnorse bodytext""><i>to be becalmed or drifting slowly on the sea</i>.</div>",to be becalmed or drifting slowly on the sea.,to be becalmed or drifting slowly on the sea
16223,lok,[1],main,[lɔk],n.,n.,"<div class=""oldnorse bodytext""><i>bolt (of a door)</i>; láta l. frá hurðu, <i>to unbolt a door</i>;</div>","bolt (of a door); láta l. frá hurðu, to unbolt a door;",bolt (of a door)
16223,lok,[1].X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>lock</i> (en lyklar vóru settir í lokin);</div>",lock (en lyklar vóru settir í lokin);,\N
16223,lok,[1].X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>cover, lid</i> (ok l. yfir kerinu);</div>","cover, lid (ok l. yfir kerinu);",\N
16223,lok,[1].X.4,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>locker or bench</i> in the stern of a boat, = stafnlok (gekk biskup fram í lokit);</div>","locker or bench in the stern of a boat, = stafnlok (gekk biskup fram í lokit);",\N
16223,lok,[1].X.5,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">in <span class=""p"">pl.</span><i>lockers</i>; gullhringr hvarf frá husfreyju ór lokum; <i>out of the lockers</i>;</div>",in pl. lockers; gullhringr hvarf frá husfreyju ór lokum; out of the lockers;,\N
16223,lok,[1].X.6,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">fig. in <span class=""p"">pl.</span><i>end, conclusion</i>; þat fylgir ljóða lokum, <i>this is the end of my lay</i>; fœra <span class=""p"">e-t</span> til loka, <i>to put an end to</i>; liða undir l., <i>to die, perish</i>; at lokum, <i>at last</i>, = <span class=""ref"">loks</span>; til loks, <i>to an end</i>; <i>completely, altogether</i>.</div>","fig. in pl. end, conclusion; þat fylgir ljóða lokum, this is the end of my lay; fœra e-t til loka, to put an end to; liða undir l., to die, perish; at lokum, at last, = loks; til loks, to an end; completely, altogether.",\N
16223,lok,[2],main,[lɔk],n.,n.,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>fern or weed</i>; ganga sem l. yfir akr, <i>to spread like weeds over a field</i>.</div>","fern or weed; ganga sem l. yfir akr, to spread like weeds over a field.",fern or weed
16224,loka,[1],main,[lɔka],n.,f.,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>bolt of a door</i> (hurðarloka); láta loku fyrir hurð, <i>to bolt a door</i>; spretta frá lokunni, láta loku frá hurð, <i>to unbolt a door</i>; margr seilist um hurð til lokunnar, <i>many a man reaches far to get what is near at hand</i>.</div>","bolt of a door (hurðarloka); láta loku fyrir hurð, to bolt a door; spretta frá lokunni, láta loku frá hurð, to unbolt a door; margr seilist um hurð til lokunnar, many a man reaches far to get what is near at hand.",bolt of a door
16224,loka,[2],main,[lɔka],v.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px"">(að), <i>to lock, shut</i> (l. hurðina).</div>","(að), to lock, shut (l. hurðina).","to lock, shut"
16225,lokarr,\N,main,[lɔkarː],n.,m.,"<div class=""oldnorse bodytext"">(-s, <span class=""p"">pl.</span> lokrar), <i>plane</i>.</div>","(-s, pl. lokrar), plane.",plane
16226,lokarspánn,\N,main,[lɔkarspaːnː],n.,m.,"<div class=""oldnorse bodytext""><i>plane shavings</i>.</div>",plane shavings.,plane shavings
16227,lokhvíla,\N,main,[lɔkhviːla],n.,f.,"<div class=""oldnorse bodytext""><i>locked bed-closet</i>.</div>",locked bed-closet.,locked bed-closet
16228,lokhvíluþil,\N,main,[lɔkhviːluðil],n.,n.,"<div class=""oldnorse bodytext""><i>wainscot or panelling of a bed-closet</i>.</div>",wainscot or panelling of a bed-closet.,wainscot or panelling of a bed-closet
16229,lokka,\N,main,[lɔkːa],v.,\N,"<div class=""oldnorse bodytext"">(að), <i>to allure, entice</i> (Æsir lokkuðu Fenrisúlf til þess at leggja fjöturinn á hann); l. <span class=""p"">e-t</span> af <span class=""p"">e-m</span>, <i>to coax or wheedle out of one</i> (ef menn sitja um at l. af mér fé mitt).</div>","(að), to allure, entice (Æsir lokkuðu Fenrisúlf til þess at leggja fjöturinn á hann); l. e-t af e-m, to coax or wheedle out of one (ef menn sitja um at l. af mér fé mitt).","to allure, entice"
16230,lokkamaðr,\N,main,[lɔkːamaðr],n.,m.,"<div class=""oldnorse bodytext""><i>a man with thick locks of hair</i>.</div>",a man with thick locks of hair.,a man with thick locks of hair
16231,lokkan,\N,main,[lɔkːan],n.,f.,"<div class=""oldnorse bodytext""><i>allurement, enticement</i>.</div>","allurement, enticement.","allurement, enticement"
16232,lokkari,\N,main,[lɔkːari],n.,m.,"<div class=""oldnorse bodytext""><i>allurer, seducer</i>.</div>","allurer, seducer.","allurer, seducer"
16233,lokkast,\N,main,[lɔkːast],v. refl.,\N,"<div class=""oldnorse bodytext"">(að), <i>to fall in locks</i> (hárit lokkaðist ofan í herðar).</div>","(að), to fall in locks (hárit lokkaðist ofan í herðar).",to fall in locks
16234,lokkr,\N,main,[lɔkːr],n.,m.,"<div class=""oldnorse bodytext"">(-s, -ar), <i>lock of hair</i>.</div>","(-s, -ar), lock of hair.",lock of hair
16235,loklausa,\N,main,[lɔklɒusa],\N,\N,\N,\N,\N
16236,lokleysa,\N,main,[lɔklɐysa],n.,f.,"<div class=""oldnorse bodytext""><i>nonsense, absurdity</i> (lygi ok loklausa).</div>","nonsense, absurdity (lygi ok loklausa).","nonsense, absurdity"
16237,lokna,\N,main,[lɔkna],v.,\N,"<div class=""oldnorse bodytext"">(að), <i>to come to an end, drop</i> (láta l. niðr mál).</div>","(að), to come to an end, drop (láta l. niðr mál).","to come to an end, drop"
16238,lokrekkja,\N,main,[lɔkrɛkːja],n.,f.,"<div class=""oldnorse bodytext""><span class=""ref"">lokhvíla</span>.</div>",lokhvíla.,lokhvíla.
16239,lokrekkjugólf,\N,main,[lɔkrɛkːjuɣoːlv],n.,n.,\N,\N,\N
16240,loks,\N,main,[lɔks],\N,\N,\N,\N,\N
16241,loksins,\N,main,[lɔksins],adv.,\N,"<div class=""oldnorse bodytext""><i>at last, finally</i>.</div>","at last, finally.","at last, finally"
16242,lokugat,\N,main,[lɔkuɣat],n.,n.,"<div class=""oldnorse bodytext""><i>a hole for a latch</i>.</div>",a hole for a latch.,a hole for a latch
16243,lopt,\N,main,[lɔpt],n.,n.,"<div class=""oldnorse bodytext""><i>air, atmosphere, sky</i> (skein sól, ok var lítt a l. komin); l. var mikit til jarðar at falla, <i>it was a great height to fall down</i>; l. ok lögr, <i>sky and sea</i>; á l., <i>aloft, into the air</i>; bera (fœra) á l., <i>to spread abroad</i>; hlaupa í l. upp, <i>to leap up into the air</i>; liggja í l. upp, <i>to lie face uppermost</i>; á lopti, <i>aloft, in the air, on high</i>; taka spjót á lopti, <i>to catch a spear as it flies</i>;</div>","air, atmosphere, sky (skein sól, ok var lítt a l. komin); l. var mikit til jarðar at falla, it was a great height to fall down; l. ok lögr, sky and sea; á l., aloft, into the air; bera (fœra) á l., to spread abroad; hlaupa í l. upp, to leap up into the air; liggja í l. upp, to lie face uppermost; á lopti, aloft, in the air, on high; taka spjót á lopti, to catch a spear as it flies;","air, atmosphere, sky"
16243,lopt,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>loft, upper room</i> (Gunnar svaf í lopti einu í skálanum);</div>","loft, upper room (Gunnar svaf í lopti einu í skálanum);",\N
16243,lopt,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>balcony</i> (hann hleypr ofan ór loptinu á strætit).</div>",balcony (hann hleypr ofan ór loptinu á strætit).,\N
16244,loptdyrr,\N,main,[lɔptdyrː],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>the door to a</i><span class=""ref"">lopt</span>.</div>",pl. the door to a lopt.,the door to a
16245,lopteldr,\N,main,[lɔptɛldr],n.,m.,"<div class=""oldnorse bodytext""><i>lightning</i>.</div>",lightning.,lightning
16246,lopthús,\N,main,[lɔpthuːs],n.,n.,"<div class=""oldnorse bodytext""><i>‘loft-chamber’</i>.</div>",‘loft-chamber’.,‘loft-chamber’
16247,lopthöll,\N,main,[lɔpthœlː],n.,f.,"<div class=""oldnorse bodytext""><i>an upper</i><span class=""ref"">skemma</span>.</div>",an upper skemma.,an upper
16248,loptstofa,\N,main,[lɔptstɔva],n.,f.,"<div class=""oldnorse bodytext""><i>upper room</i>.</div>",upper room.,upper room
16249,loptsvalar,\N,main,[lɔptsvalar],\N,\N,\N,\N,\N
16250,loptsvalir,\N,main,[lɔptsvalir],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>balcony, gallery</i>.</div>","pl. balcony, gallery.","balcony, gallery"
16251,los,\N,main,[lɔs],n.,n.,"<div class=""oldnorse bodytext""><i>looseness, breaking up</i> (var þá alstaðar los á fylkingunum).</div>","looseness, breaking up (var þá alstaðar los á fylkingunum).","looseness, breaking up"
16252,losa,\N,main,[lɔsa],v.,\N,"<div class=""oldnorse bodytext"">(að), </div>","(að),","to loosen, make loose"
16252,losa,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to loosen, make loose</i> (hann losar til heyit niðri við jörðina);</div>","to loosen, make loose (hann losar til heyit niðri við jörðina);",\N
16252,losa,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to perform, do</i> (ok hefir þú þá vel losat þitt erendi);</div>","to perform, do (ok hefir þú þá vel losat þitt erendi);",\N
16252,losa,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">refl.</span>, losast, <i>to get loose, get away</i> (l. ór hernaði).</div>","refl., losast, to get loose, get away (l. ór hernaði).",\N
16253,losna,\N,main,[lɔsna],v.,\N,"<div class=""oldnorse bodytext"">(að), </div>","(að),","to become loose, get free"
16253,losna,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to become loose, get free</i> (þá rettust fingrnir ok losnuðu af meðalkaflanum);</div>","to become loose, get free (þá rettust fingrnir ok losnuðu af meðalkaflanum);",\N
16253,losna,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">fig., tók nú bardaginn at l., <i>the ranks began to get loose</i>; l. í sundr, <i>to dissolve, break up</i>;</div>","fig., tók nú bardaginn at l., the ranks began to get loose; l. í sundr, to dissolve, break up;",\N
16253,losna,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to get away</i> (l. brott).</div>",to get away (l. brott).,\N
16254,lostafullr,\N,main,[lɔstavulːr],adj.,\N,"<div class=""oldnorse bodytext""><i>lustful, lewd</i>.</div>","lustful, lewd.","lustful, lewd"
16255,lostagirnd,\N,main,[lɔstaɣirnd],n.,f.,"<div class=""oldnorse bodytext""><i>lust</i>.</div>",lust.,lust
16256,lostasamligr,\N,main,[lɔstasamliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>lecherous</i>.</div>",lecherous.,lecherous
16257,lostasemd,\N,main,[lɔstasɛmd],\N,\N,\N,\N,\N
16258,lostasemi,\N,main,[lɔstasɛmi],n.,f.,"<div class=""oldnorse bodytext""><i>lustfulness, lust, sensuality</i>.</div>","lustfulness, lust, sensuality.","lustfulness, lust, sensuality"
16259,lostfagr,\N,main,[lɔstfaɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>so fair as to awaken desire</i> (~ir litir).</div>",so fair as to awaken desire (~ir litir).,so fair as to awaken desire
16260,losti,\N,main,[lɔsti],n.,m.,"<div class=""oldnorse bodytext""><i>lust, carnal desire</i>.</div>","lust, carnal desire.","lust, carnal desire"
16261,lostigr,\N,main,[lɔstiɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>willing, ready</i>, opp. to <span class=""ref"">nauðigr</span> (skal ek deyja lostig).</div>","willing, ready, opp. to nauðigr (skal ek deyja lostig).","willing, ready"
16262,lostverk,\N,main,[lɔstvɛrk],n.,n.,"<div class=""oldnorse bodytext""><i>labour of love</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">létt eru ~, <i>a labour of love falls light</i>.</div>","labour of love;\nlétt eru ~, a labour of love falls light.",labour of love
16263,lota,\N,main,[lɔta],n.,f.,"<div class=""oldnorse bodytext""><i>round, bout, turn</i> (síðan glíma þeir þrjár lotur);</div>","round, bout, turn (síðan glíma þeir þrjár lotur);","round, bout, turn"
16263,lota,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">lotum, as <span class=""p"">adv.</span><i>by fits and starts, from time to time</i> (en lotum horfði hann á).</div>","lotum, as adv. by fits and starts, from time to time (en lotum horfði hann á).",\N
16264,lotinn,\N,main,[lɔtinː],\N,\N,\N,\N,\N
16265,lutu,\N,main,[lutu],\N,\N,\N,\N,\N
16266,lyti,\N,main,[lyti],\N,\N,\N,\N,\N
16267,lýt,\N,main,[lyːt],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">lúta</span>.</div>",from lúta.,from lúta.
16268,lotning,\N,main,[lɔtninɣ],n.,f.,"<div class=""oldnorse bodytext""><i>reverence, veneration</i>.</div>","reverence, veneration.","reverence, veneration"
16269,ló,[1],main,[loː],n.,f.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span> lœr), <i>golden plover</i>.</div>","pl. lœr), golden plover.",golden plover
16269,ló,[2],main,[loː],\N,\N,"<div class=""oldnorse bodytext""><span class=""ref"">ljúga</span>.</div>",ljúga.,ljúga.
16270,lófatak,\N,main,[loːvatak],n.,n.,"<div class=""oldnorse bodytext""><i>hand-shake</i>;</div>",hand-shake;,hand-shake
16270,lófatak,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>show of hands</i>.</div>",show of hands.,\N
16271,lófi,\N,main,[loːvi],n.,m.,"<div class=""oldnorse bodytext""><i>the hollow of the hand, palm</i> (mun ek bera þat í lófa mér).</div>","the hollow of the hand, palm (mun ek bera þat í lófa mér).","the hollow of the hand, palm"
16272,lóg,\N,main,[loːɣ],n.,n.,"<div class=""oldnorse bodytext""><i>complete use</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">leggjast í ~, <i>to be used up</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">þeir munu ekki öllu í ~ koma, <i>they will be unable to make use of all (their forces)</i>.</div>","complete use;\nleggjast í ~, to be used up;\nþeir munu ekki öllu í ~ koma, they will be unable to make use of all (their forces).",complete use
16273,lóga,\N,main,[loːɣa],v.,\N,"<div class=""oldnorse bodytext"">(að), </div>","(að),","to part with, make away with"
16273,lóga,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to part with, make away with</i> (~ðu eigi landinu);</div>","to part with, make away with (~ðu eigi landinu);",\N
16273,lóga,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>to waste, destroy</i> (hvárki mundi sá drykkr viti þeirra ~ né afli þeirra).</div>","to waste, destroy (hvárki mundi sá drykkr viti þeirra ~ né afli þeirra).",\N
16274,lómr,\N,main,[loːmr],n.,m.,"<div class=""oldnorse bodytext""><i>loon, loom</i> (the bird).</div>","loon, loom (the bird).","loon, loom"
16275,lómundr,\N,main,[loːmundr],n.,m.,"<div class=""oldnorse bodytext"">(<span class=""p"">pl.</span> -ir), <i>lemming</i>.</div>","(pl. -ir), lemming.",lemming
16276,lón,\N,main,[loːn],n.,n.,"<div class=""oldnorse bodytext""><i>lagoon, inlet</i>.</div>","lagoon, inlet.","lagoon, inlet"
16277,lukði,\N,main,[lukði],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">lykja</span>.</div>",from lykja.,from lykja.
16278,lukka,\N,main,[lukːa],n.,f.,"<div class=""oldnorse bodytext""><i>luck, good fortune</i>.</div>","luck, good fortune.","luck, good fortune"
16279,lukli,\N,main,[lukli],\N,\N,"<div class=""oldnorse bodytext"">from <span class=""ref"">lykill</span>, <i>key</i>.</div>","from lykill, key.",key
16280,lund,\N,main,[lund],n.,f.,"<div class=""oldnorse bodytext""><i>mind, temper</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">vera mikillar ~ar, <i>to be of a proud mind</i>;</div>","mind, temper;\nvera mikillar ~ar, to be of a proud mind;","mind, temper"
16280,lund,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>manner</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">á ymsar ~ir, <i>in various ways</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">á þá ~, á þessa ~, <i>in this way, thus</i>.</div>","manner;\ná ymsar ~ir, in various ways;\ná þá ~, á þessa ~, in this way, thus.",\N
16281,lundaðr,\N,main,[lundaðr],pp.,\N,"<div class=""oldnorse bodytext""><i>disposed, minded</i>.</div>","disposed, minded.","disposed, minded"
16282,lundarfar,\N,main,[lundarvar],\N,\N,\N,\N,\N
16283,lyndi,\N,main,[lyndi],\N,\N,\N,\N,\N
16284,lyndislag,\N,main,[lyndislaɣ],n.,n.,"<div class=""oldnorse bodytext""><i>temper, disposition</i>.</div>","temper, disposition.","temper, disposition"
16285,lunderni,\N,main,[lundɛrni],n.,n.,"<div class=""oldnorse bodytext""><i>temper</i>, = <span class=""ref"">lyndi</span>.</div>","temper, = lyndi.",temper
16286,lundhœgr,\N,main,[lundhœːɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>gentle-minded</i>.</div>",gentle-minded.,gentle-minded
16287,lundi,\N,main,[lundi],n.,m.,"<div class=""oldnorse bodytext""><i>puffin</i>.</div>",puffin.,puffin
16288,lundr,\N,main,[lundr],n.,m.,"<div class=""oldnorse bodytext"">(<span class=""p"">gen.</span> -ar), </div>","(gen. -ar),","clump of trees, grove"
16288,lundr,X.1,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>clump of trees, grove</i>;</div>","clump of trees, grove;",\N
16288,lundr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>tree</i> (rare).</div>",tree (rare).,\N
