lemma_id,lemma,sense_num,type,ipa,pos,gender,entry,entry_str,gloss
27497,úskorinn,\N,main,[uːskɔrinː],pp.,\N,"<div class=""oldnorse bodytext""><i>uncut</i>.</div>",uncut.,uncut
27498,úskuggasamligr,\N,main,[uːskugːasamliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unsuspicious</i>.</div>",unsuspicious.,unsuspicious
27499,úskuldvarr,\N,main,[uːskuldvarː],adj.,\N,"<div class=""oldnorse bodytext""><i>incautious in incurring debts</i>.</div>",incautious in incurring debts.,incautious in incurring debts
27500,úskundi,\N,main,[uːskundi],n.,m.,"<div class=""oldnorse bodytext""><i>affront</i> (gera <span class=""p"">e-m</span> úskunda).</div>",affront (gera e-m úskunda).,affront
27501,úskygn,\N,main,[uːskyɣn],adj.,\N,"<div class=""oldnorse bodytext""><i>dim-sighted</i>.</div>",dim-sighted.,dim-sighted
27502,úskygnleiki,\N,main,[uːskyɣnlɛiki],n.,m.,"<div class=""oldnorse bodytext""><i>dim-sightedness</i>.</div>",dim-sightedness.,dim-sightedness
27503,úskyldr,\N,main,[uːskyldr],adj.,\N,"<div class=""oldnorse bodytext""><i>not related</i>;</div>",not related;,not related
27503,úskyldr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">e-m</span> er <span class=""p"">e-t</span> úskylt, <i>it is not one’s duty, does not concern one</i>.</div>","e-m er e-t úskylt, it is not one’s duty, does not concern one.",\N
27504,úskyldugr,\N,main,[uːskylduɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>undue</i>.</div>",undue.,undue
27505,úskynsamliga,\N,main,[uːskynsamliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>unreasonably</i>.</div>",unreasonably.,unreasonably
27506,úskynsamligr,\N,main,[uːskynsamliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>irrational, foolish</i>;</div>","irrational, foolish;","irrational, foolish"
27506,úskynsamligr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>unintelligent</i>.</div>",unintelligent.,\N
27507,úskynsemd,\N,main,[uːskynsɛmd],\N,\N,\N,\N,\N
27508,úskynsemi,\N,main,[uːskynsɛmi],n.,f.,"<div class=""oldnorse bodytext""><i>unreason</i>.</div>",unreason.,unreason
27509,úskyti,\N,main,[uːskyti],n.,m.,"<div class=""oldnorse bodytext"">(<span class=""p"">gen.</span> úskytja), <i>bad marksman</i>.</div>","(gen. úskytja), bad marksman.",bad marksman
27510,úskýrr,\N,main,[uːskyːrː],adj.,\N,"<div class=""oldnorse bodytext""><i>stupid</i>;</div>",stupid;,stupid
27510,úskýrr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>indistinct</i>.</div>",indistinct.,\N
27511,úskærleikr,\N,main,[uːskɛːrlɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>want of transparency</i>.</div>",want of transparency.,want of transparency
27512,úsleginn,\N,main,[uːslɛɣinː],pp.,\N,"<div class=""oldnorse bodytext""><i>unmown</i>.</div>",unmown.,unmown
27513,úsleitiliga,\N,main,[uːslɛitiliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>unshrinkingly</i>;</div><div class=""oldnorse bodytext"" style=""margin-left=50px"">drekka ~, <i>to drink without heeltaps</i>.</div>","unshrinkingly;\ndrekka ~, to drink without heeltaps.",unshrinkingly
27514,úslétta,\N,main,[uːsleːtːa],n.,f.,"<div class=""oldnorse bodytext""><i>unevenness</i>.</div>",unevenness.,unevenness
27515,úsléttr,\N,main,[uːsleːtːr],adj.,\N,"<div class=""oldnorse bodytext""><i>uneven, unlevel</i>.</div>","uneven, unlevel.","uneven, unlevel"
27516,úslitinn,\N,main,[uːslitinː],pp.,\N,"<div class=""oldnorse bodytext""><i>untorn, unbroken up</i>.</div>","untorn, unbroken up.","untorn, unbroken up"
27517,úsljór,\N,main,[uːsljoːr],adj.,\N,"<div class=""oldnorse bodytext""><i>not blunt</i>.</div>",not blunt.,not blunt
27518,úslóttigr,\N,main,[uːsloːtːiɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>not wily</i>.</div>",not wily.,not wily
27519,úslæliga,\N,main,[uːslɛːliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>not slowly, sharply</i> (höggva ~).</div>","not slowly, sharply (höggva ~).","not slowly, sharply"
27520,úslœgr,\N,main,[uːslœːɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>not sly, not cunning</i>.</div>","not sly, not cunning.","not sly, not cunning"
27521,úsløkkviligr,\N,main,[uːsløkːviliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>inextinguishable</i>.</div>",inextinguishable.,inextinguishable
27522,úsmár,\N,main,[uːsmaːr],adj.,\N,"<div class=""oldnorse bodytext""><i>not small, great</i>; <span class=""p"">e-m</span> felir <span class=""p"">e-t</span> úsmátt, <i>a thing has no difficulties to one</i>.</div>","not small, great; e-m felir e-t úsmátt, a thing has no difficulties to one.","not small, great"
27523,úsnilld,\N,main,[uːsnilːd],n.,f.,"<div class=""oldnorse bodytext""><i>folly</i>;</div>",folly;,folly
27523,úsnilld,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>lack of eloquence</i>.</div>",lack of eloquence.,\N
27524,úsnjallr,\N,main,[uːsnjalːr],adj.,\N,"<div class=""oldnorse bodytext""><i>unskilled, unwise</i>.</div>","unskilled, unwise.","unskilled, unwise"
27525,úsnjósamr,\N,main,[uːsnjoːsamr],adj.,\N,"<div class=""oldnorse bodytext""><i>void of snow</i> (vetr góðr ok ~).</div>",void of snow (vetr góðr ok ~).,void of snow
27526,úsnötrmannligr,\N,main,[uːsnœtrmanːliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>dull, faint</i>.</div>","dull, faint.","dull, faint"
27527,úsoltinn,\N,main,[uːsɔltinː],pp.,\N,"<div class=""oldnorse bodytext""><i>not hungry</i>.</div>",not hungry.,not hungry
27528,úsómi,\N,main,[uːsoːmi],n.,m.,"<div class=""oldnorse bodytext""><i>dishonour, disgrace</i>.</div>","dishonour, disgrace.","dishonour, disgrace"
27529,úsóttnæmr,\N,main,[uːsoːtːnɛːmr],adj.,\N,"<div class=""oldnorse bodytext""><i>not apt to be taken ill</i>.</div>",not apt to be taken ill.,not apt to be taken ill
27530,úspakliga,\N,main,[uːspakliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>tumultuously</i>.</div>",tumultuously.,tumultuously
27531,úspakligr,\N,main,[uːspakliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unwise, foolish</i>;</div>","unwise, foolish;","unwise, foolish"
27531,úspakligr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>unruly, turbulent</i>.</div>","unruly, turbulent.",\N
27532,úspakr,\N,main,[uːspakr],adj.,\N,"<div class=""oldnorse bodytext""><i>unwise</i>;</div>",unwise;,unwise
27532,úspakr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>restless, unruly</i>.</div>","restless, unruly.",\N
27533,úsparliga,\N,main,[uːsparliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>unsparingly</i>.</div>",unsparingly.,unsparingly
27534,úsparr,\N,main,[uːsparː],adj.,\N,"<div class=""oldnorse bodytext""><i>unsparing</i>.</div>",unsparing.,unsparing
27535,úspáligr,\N,main,[uːspaːliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unprophetic</i>.</div>",unprophetic.,unprophetic
27536,úspeki,\N,main,[uːspɛki],\N,\N,\N,\N,\N
27537,úspekt,\N,main,[uːspɛkt],n.,f.,"<div class=""oldnorse bodytext""><i>turbulence, uproar</i>.</div>","turbulence, uproar.","turbulence, uproar"
27538,úspektarferð,\N,main,[uːspɛktarvɛrð],n.,f.,"<div class=""oldnorse bodytext""><i>raid</i>.</div>",raid.,raid
27539,úspektarmaðr,\N,main,[uːspɛktarmaðr],n.,m.,"<div class=""oldnorse bodytext""><i>unruly person, peace-disturber</i>.</div>","unruly person, peace-disturber.","unruly person, peace-disturber"
27540,úspilliligr,\N,main,[uːspilːiliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>inviolable</i>.</div>",inviolable.,inviolable
27541,úspilltr,\N,main,[uːspilːtr],pp.,\N,"<div class=""oldnorse bodytext""><i>inviolate</i>; <i>unspoiled</i>; taka til ~a mála, <i>to fight out in real earnest</i>.</div>","inviolate; unspoiled; taka til ~a mála, to fight out in real earnest.",inviolate
27542,úspurall,\N,main,[uːspuralː],adj.,\N,"<div class=""oldnorse bodytext""><i>not inquisitive</i>.</div>",not inquisitive.,not inquisitive
27543,ústaðfastr,\N,main,[uːstaðvastr],adj.,\N,"<div class=""oldnorse bodytext""><i>unsteadfast</i>.</div>",unsteadfast.,unsteadfast
27544,ústaðfesta,\N,main,[uːstaðvɛsta],n.,f.,"<div class=""oldnorse bodytext""><i>unsteadfastness</i>.</div>",unsteadfastness.,unsteadfastness
27545,ústarfsamr,\N,main,[uːstarfsamr],adj.,\N,"<div class=""oldnorse bodytext""><i>remiss in work, idle</i>.</div>","remiss in work, idle.","remiss in work, idle"
27546,ústefliga,\N,main,[uːstɛvliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>disorderly</i>.</div>",disorderly.,disorderly
27547,ústerkr,\N,main,[uːstɛrkr],adj.,\N,"<div class=""oldnorse bodytext""><i>not strong, weak</i>.</div>","not strong, weak.","not strong, weak"
27548,ústilling,\N,main,[uːstilːinɣ],n.,f.,"<div class=""oldnorse bodytext""><i>vehemence</i>.</div>",vehemence.,vehemence
27549,ústilltr,\N,main,[uːstilːtr],pp.,\N,"<div class=""oldnorse bodytext""><i>intemperate</i>.</div>",intemperate.,intemperate
27550,ústund,\N,main,[uːstund],n.,f.,"<div class=""oldnorse bodytext""><i>disregard</i> (leggja ~ á <span class=""p"">e-t</span>).</div>",disregard (leggja ~ á e-t).,disregard
27551,ústyrkjast,\N,main,[uːstyrkjast],v. refl.,\N,"<div class=""oldnorse bodytext"">(t), <i>to grow infirm</i>.</div>","(t), to grow infirm.",to grow infirm
27552,ústyrkleikr,\N,main,[uːstyrklɛikr],n.,m.,"<div class=""oldnorse bodytext""><i>infirmity</i>.</div>",infirmity.,infirmity
27553,ústyrkr,[1],main,[uːstyrkr],n.,m.,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>weakness</i>.</div>",weakness.,weakness
27553,ústyrkr,[2],main,[uːstyrkr],adj.,\N,"<div class=""oldnorse bodytext"" style=""margin-left=50px""><i>weak, feeble</i>.</div>","weak, feeble.","weak, feeble"
27554,ústyrkt,\N,main,[uːstyrkt],n.,f.,"<div class=""oldnorse bodytext""><i>infirmity</i>.</div>",infirmity.,infirmity
27555,ústýrilátr,\N,main,[uːstyːrilaːtr],adj.,\N,"<div class=""oldnorse bodytext""><i>ungovernable</i>.</div>",ungovernable.,ungovernable
27556,ústöðugr,\N,main,[uːstœðuɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unsteady, unsettled</i>.</div>","unsteady, unsettled.","unsteady, unsettled"
27557,ústöðuligr,\N,main,[uːstœðuliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unstable</i>.</div>",unstable.,unstable
27558,úsundrskilligr,\N,main,[uːsundrskilːiɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>inseparable</i>.</div>",inseparable.,inseparable
27559,úsúrr,\N,main,[uːsuːrː],adj.,\N,"<div class=""oldnorse bodytext""><i>not sour</i>.</div>",not sour.,not sour
27560,úsváss,\N,main,[uːsvaːsː],adj.,\N,"<div class=""oldnorse bodytext""><i>unmild</i> (úsvást veðr).</div>",unmild (úsvást veðr).,unmild
27561,úsvefnsamr,\N,main,[uːsvɛvnsamr],adj.,\N,"<div class=""oldnorse bodytext""><i>not sleepy</i>; <span class=""p"">e-m</span> verðr úsamt, <i>one cannot sleep</i>.</div>","not sleepy; e-m verðr úsamt, one cannot sleep.",not sleepy
27562,úsvefnugr,\N,main,[uːsvɛvnuɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>not sleepy</i>.</div>",not sleepy.,not sleepy
27563,úsvifrungr,\N,main,[uːsvivrunɣr],n.,m.,"<div class=""oldnorse bodytext""><i>enemy</i>.</div>",enemy.,enemy
27564,úsvipt,\N,main,[uːsvipt],adj.,\N,"<div class=""oldnorse bodytext""><span class=""p"">n.</span>, see ‘ósvipt’.</div>","n., see ‘ósvipt’.","n., see ‘ósvipt’."
27565,úsvífinn,\N,main,[uːsviːvinː],\N,\N,\N,\N,\N
27566,úsvífr,\N,main,[uːsviːvr],adj.,\N,"<div class=""oldnorse bodytext""><i>coarse, impudent, overbearing</i>.</div>","coarse, impudent, overbearing.","coarse, impudent, overbearing"
27567,úsyknligr,\N,main,[uːsyknliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>ugly, dismal</i>.</div>","ugly, dismal.","ugly, dismal"
27568,úsyndr,\N,main,[uːsyndr],adj.,\N,"<div class=""oldnorse bodytext""><i>not able to swim</i>.</div>",not able to swim.,not able to swim
27569,úsynju,\N,main,[uːsynju],adv.,\N,"<div class=""oldnorse bodytext""><i>without foresight, unwisely</i>.</div>","without foresight, unwisely.","without foresight, unwisely"
27570,úsýniligr,\N,main,[uːsyːniliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>invisible</i>;</div>",invisible;,invisible
27570,úsýniligr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>unlikely</i>;</div>",unlikely;,\N
27570,úsýniligr,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>unsightly, ugly</i>.</div>","unsightly, ugly.",\N
27571,úsýnliga,\N,main,[uːsyːnliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>invisibly</i>.</div>",invisibly.,invisibly
27572,úsýnn,\N,main,[uːsyːnː],adj.,\N,"<div class=""oldnorse bodytext""><i>uncertain</i> (úsýnar hefndir).</div>",uncertain (úsýnar hefndir).,uncertain
27573,úsæbrattr,\N,main,[uːsɛːbratːr],adj.,\N,"<div class=""oldnorse bodytext""><i>not steep towards the sea</i>.</div>",not steep towards the sea.,not steep towards the sea
27574,úsælligr,\N,main,[uːsɛːlːiɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>joyless, ill-favoured</i>.</div>","joyless, ill-favoured.","joyless, ill-favoured"
27575,úsætiligr,\N,main,[uːsɛːtiliɣr],\N,\N,\N,\N,\N
27576,úþolanligr,\N,main,[uːðɔlanliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>intolerable</i>.</div>",intolerable.,intolerable
27577,úsætt,\N,main,[uːsɛːtː],n.,f.,"<div class=""oldnorse bodytext""><span class=""ref"">úsátt</span>.</div>",úsátt.,úsátt.
27578,úsœkiligr,\N,main,[uːsœːkiliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>impregnable</i>.</div>",impregnable.,impregnable
27579,úsœma,\N,main,[uːsœːma],v.,\N,"<div class=""oldnorse bodytext"">(-da, -dr), <i>to dishonour</i>.</div>","(-da, -dr), to dishonour.",to dishonour
27580,úsœmd,\N,main,[uːsœːmd],n.,f.,"<div class=""oldnorse bodytext""><i>disgrace, dishonour</i>;</div>","disgrace, dishonour;","disgrace, dishonour"
27580,úsœmd,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>impropriety</i>.</div>",impropriety.,\N
27581,úsœmdarhlutr,\N,main,[uːsœːmdarhlutr],n.,m.,"<div class=""oldnorse bodytext""><i>contumely</i>.</div>",contumely.,contumely
27582,úsœmdarorð,\N,main,[uːsœːmdarɔrð],n.,n.,"<div class=""oldnorse bodytext""><i>unseemly language</i>.</div>",unseemly language.,unseemly language
27583,úsœmiliga,\N,main,[uːsœːmiliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>dishonourably, unbecomingly</i>.</div>","dishonourably, unbecomingly.","dishonourably, unbecomingly"
27584,úsœmiligr,\N,main,[uːsœːmiliɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>unseemly</i>;</div>",unseemly;,unseemly
27584,úsœmiligr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>unworthy of</i> (~ <span class=""p"">e-s</span>).</div>",unworthy of (~ e-s).,\N
27585,úsœmr,\N,main,[uːsœːmr],adj.,\N,"<div class=""oldnorse bodytext""><i>unbecoming, unseemly</i>.</div>","unbecoming, unseemly.","unbecoming, unseemly"
27586,úsœra,\N,main,[uːsœːra],v.,\N,"<div class=""oldnorse bodytext"">(-ða, -ðr), <i>to break</i> (~ sinn eið).</div>","(-ða, -ðr), to break (~ sinn eið).",to break
27587,úsœrr,\N,main,[uːsœːrː],adj.,\N,"<div class=""oldnorse bodytext""><i>not to be taken, of an oath</i>.</div>","not to be taken, of an oath.","not to be taken, of an oath"
27588,úsöngvinn,\N,main,[uːsœnɣvinː],adj.,\N,"<div class=""oldnorse bodytext""><i>unwilling to chant prayers</i>.</div>",unwilling to chant prayers.,unwilling to chant prayers
27589,út,\N,main,[uːt],adv.,\N,"<div class=""oldnorse bodytext""><i>out, towards the outer side</i>, opp. to <span class=""ref"">inn</span> (út ok inn með hverjum firdi); kalla menn út, <i>out of doors</i>; út ór, <i>out of, out from</i>; út munninn, <i>out of the mouth</i>;</div>","out, towards the outer side, opp. to inn (út ok inn með hverjum firdi); kalla menn út, out of doors; út ór, out of, out from; út munninn, out of the mouth;","out, towards the outer side"
27589,út,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>of time</i>, út jól, <i>all through Yule</i>;</div>","of time, út jól, all through Yule;",\N
27589,út,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">láta út, <i>to stand out to sea</i>; <span class=""p"">esp.</span> of going out to Iceland from Norway, opp. to <span class=""ref"">útan</span> (far þú til Íslands út); koma út hingat, or simply, koma út, <i>to come to Iceland</i>; also of other far countries (fara út til Jórsala);</div>","láta út, to stand out to sea; esp. of going out to Iceland from Norway, opp. to útan (far þú til Íslands út); koma út hingat, or simply, koma út, to come to Iceland; also of other far countries (fara út til Jórsala);",\N
27589,út,X.4,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">with verbs; brenna út, <i>to burn out</i>; bjóða út liði, <i>to levy troops</i>.</div>","with verbs; brenna út, to burn out; bjóða út liði, to levy troops.",\N
27590,útal,\N,main,[uːtal],n.,n.,"<div class=""oldnorse bodytext""><i>countless number</i>.</div>",countless number.,countless number
27591,útalhlýðinn,\N,main,[uːtalhlyːðinː],adj.,\N,"<div class=""oldnorse bodytext""><i>not heeding advice, hard to persuade</i>.</div>","not heeding advice, hard to persuade.","not heeding advice, hard to persuade"
27592,útaliðr,\N,main,[uːtaliðr],pp.,\N,"<div class=""oldnorse bodytext"">(útaldr, ifttalinn), <i>untold, uncounted</i>.</div>","(útaldr, ifttalinn), untold, uncounted.","untold, uncounted"
27593,útalligr,\N,main,[uːtalːiɣr],adj.,\N,"<div class=""oldnorse bodytext""><i>innumerable, countless</i>.</div>","innumerable, countless.","innumerable, countless"
27594,útamdr,\N,main,[uːtamdr],pp.,\N,"<div class=""oldnorse bodytext""><i>untamed</i> (hross útamit).</div>",untamed (hross útamit).,untamed
27595,útan,\N,main,[uːtan],adv.,\N,"<div class=""oldnorse bodytext""><i>from without, from outside</i>;</div>","from without, from outside;","from without, from outside"
27595,útan,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>from abroad, from Iceland</i>; fara ~, <i>to go abroad, from Iceland</i> (spurði Þórarinn Glúm, hvárt hann ætlaði ~, sem hann var vanr); meðan hann væri ~, <i>whilst he was abroad</i>;</div>","from abroad, from Iceland; fara ~, to go abroad, from Iceland (spurði Þórarinn Glúm, hvárt hann ætlaði ~, sem hann var vanr); meðan hann væri ~, whilst he was abroad;",\N
27595,útan,X.3,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>without motion, outside</i>; bæði ~ ok innan, <i>both outside and inside</i>;</div>","without motion, outside; bæði ~ ok innan, both outside and inside;",\N
27595,útan,X.4,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><span class=""p"">conj.</span><i>except, but</i> (var fólk allt í svefni ~ móðir hans);</div>","conj. except, but (var fólk allt í svefni ~ móðir hans);",\N
27595,útan,X.5,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">as <span class=""p"">prep.</span> with <span class=""p"">acc.</span>, <i>without</i> (~ frænda ráð); with <span class=""p"">gen.</span> (~ sætta);</div>","as prep. with acc., without (~ frænda ráð); with gen. (~ sætta);",\N
27595,útan,X.6,sense,\N,\N,\N,"<div class=""oldnorse bodytext"">fyrir ~, <i>outside, beyond</i>, with <span class=""p"">acc.</span> (fyrir ~ Þjórsá).</div>","fyrir ~, outside, beyond, with acc. (fyrir ~ Þjórsá).",\N
27596,útanborðs,\N,main,[uːtanbɔrðs],adv.,\N,"<div class=""oldnorse bodytext""><i>overboard</i> (steypast ~).</div>",overboard (steypast ~).,overboard
27597,útanborgar,\N,main,[uːtanbɔrɣar],adv.,\N,"<div class=""oldnorse bodytext""><i>without the town</i>.</div>",without the town.,without the town
27598,útanbrautar,\N,main,[uːtanbrɒutar],adv.,\N,"<div class=""oldnorse bodytext""><i>out of the way</i>.</div>",out of the way.,out of the way
27599,útaneygðr,\N,main,[uːtanɐyɣðr],adj.,\N,"<div class=""oldnorse bodytext""><span class=""ref"">úteygr</span>.</div>",úteygr.,úteygr.
27600,útanferð,\N,main,[uːtanvɛrð],n.,f.,"<div class=""oldnorse bodytext""><i>a journey abroad</i>.</div>",a journey abroad.,a journey abroad
27601,útanfjarðar,\N,main,[uːtanvjarðar],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the firth</i>.</div>",outside the firth.,outside the firth
27602,útanfjórðungs,\N,main,[uːtanvjoːrðunɣs],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the quarter</i>.</div>",outside the quarter.,outside the quarter
27603,útanfótar,\N,main,[uːtanvoːtar],adv.,\N,"<div class=""oldnorse bodytext""><i>on the outside of the foot (leg)</i>.</div>",on the outside of the foot (leg).,on the outside of the foot (leg)
27604,útanför,\N,main,[uːtanvœr],n.,f.,"<div class=""oldnorse bodytext""><span class=""ref"">útanferð</span>.</div>",útanferð.,útanferð.
27605,útangarða,\N,main,[uːtanɣarða],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the yard (house)</i>.</div>",outside the yard (house).,outside the yard (house)
27606,útangarðs,\N,main,[uːtanɣarðs],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the fence</i>.</div>",outside the fence.,outside the fence
27607,útangátta,\N,main,[uːtanɣaːtːa],adv.,\N,"<div class=""oldnorse bodytext""><i>out of door</i>.</div>",out of door.,out of door
27608,útanheraðs,\N,main,[uːtanhɛraðs],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the district</i>.</div>",outside the district.,outside the district
27609,útanhrepps,\N,main,[uːtanhrɛpːs],adv.,\N,"<div class=""oldnorse bodytext""><i>out. side the poor district</i>.</div>",out. side the poor district.,out. side the poor district
27610,útanlands,\N,main,[uːtanlands],adv.,\N,"<div class=""oldnorse bodytext""><i>abroad</i> (þú mant ~ deyja).</div>",abroad (þú mant ~ deyja).,abroad
27611,útanlandsmaðr,\N,main,[uːtanlandsmaðr],\N,\N,\N,\N,\N
27612,útlendismaðr,\N,main,[uːtlɛndismaðr],n.,m.,"<div class=""oldnorse bodytext""><i>foreigner</i>.</div>",foreigner.,foreigner
27613,útanlandssiðir,\N,main,[uːtanlandsːiðir],n.,m.,"<div class=""oldnorse bodytext""><span class=""p"">pl.</span><i>outlandish, foreign manners</i> (eigi kanntu útanlandssiðu manna).</div>","pl. outlandish, foreign manners (eigi kanntu útanlandssiðu manna).","outlandish, foreign manners"
27614,útanlendis,\N,main,[uːtanlɛndis],adv.,\N,"<div class=""oldnorse bodytext""><span class=""ref"">útanlands</span>.</div>",útanlands.,útanlands.
27615,útanlærs,\N,main,[uːtanlɛːrs],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the thigh</i>.</div>",outside the thigh.,outside the thigh
27616,útansóknar,\N,main,[uːtansoːknar],adv.,\N,"<div class=""oldnorse bodytext""><i>outside the parish</i>.</div>",outside the parish.,outside the parish
27617,útanstefning,\N,main,[uːtanstɛvninɣ],n.,f.,"<div class=""oldnorse bodytext""><i>a summons abroad</i>.</div>",a summons abroad.,a summons abroad
27618,útanvertr,\N,main,[uːtanvɛrtr],adj.,\N,"<div class=""oldnorse bodytext""><i>outward, outside, outerpart of</i>.</div>","outward, outside, outerpart of.","outward, outside, outerpart of"
27619,útar,\N,main,[uːtar],adv.,\N,"<div class=""oldnorse bodytext""><span class=""p"">compar.</span><i>farther out, farther off</i> (vóru þeir komnir svá langt út, at hætt var at sitja ~); Hrútr sat ~ frá Höskuldi, <i>H. sat nearer the door than H</i>.</div>","compar. farther out, farther off (vóru þeir komnir svá langt út, at hætt var at sitja ~); Hrútr sat ~ frá Höskuldi, H. sat nearer the door than H.","farther out, farther off"
27620,útarfi,\N,main,[uːtarvi],n.,m.,"<div class=""oldnorse bodytext""><i>collateral heir</i>.</div>",collateral heir.,collateral heir
27621,útarla,\N,main,[uːtarla],adv.,\N,"<div class=""oldnorse bodytext""><i>far out</i>.</div>",far out.,far out
27622,útarliga,\N,main,[uːtarliɣa],adv.,\N,"<div class=""oldnorse bodytext""><i>far out</i>; sitja, ~, <i>to sit near the entrance</i>.</div>","far out; sitja, ~, to sit near the entrance.",far out
27623,útarmeirr,\N,main,[uːtarmɛirː],adv.,\N,"<div class=""oldnorse bodytext""><span class=""p"">compar.</span><i>farther out</i>.</div>",compar. farther out.,farther out
27624,útarst,\N,main,[uːtarst],adv.,\N,"<div class=""oldnorse bodytext""><span class=""p"">compar.</span><i>farthest out</i>.</div>",compar. farthest out.,farthest out
27625,útbeit,\N,main,[uːtbɛit],n.,f.,"<div class=""oldnorse bodytext""><i>grazing</i> (góð-beit).</div>",grazing (góð-beit).,grazing
27626,útboð,\N,main,[uːtbɔð],n.,n.,"<div class=""oldnorse bodytext""><i>levy, conscription, of ships and men</i> (jarl hafði ~ mikit).</div>","levy, conscription, of ships and men (jarl hafði ~ mikit).","levy, conscription, of ships and men"
27627,útboðabréf,\N,main,[uːtbɔðabreːv],n.,n.,"<div class=""oldnorse bodytext""><i>writ of conscription</i>.</div>",writ of conscription.,writ of conscription
27628,útborði,\N,main,[uːtbɔrði],n.,m.,"<div class=""oldnorse bodytext""><i>the outboard, seaward side</i>.</div>","the outboard, seaward side.","the outboard, seaward side"
27629,útborg,\N,main,[uːtbɔrɣ],n.,f.,"<div class=""oldnorse bodytext""><i>outworks</i>.</div>",outworks.,outworks
27630,útbrjótr,\N,main,[uːtbrjoːtr],n.,m.,"<div class=""oldnorse bodytext""><i>outburst</i>.</div>",outburst.,outburst
27631,útbrotning,\N,main,[uːtbrɔtninɣ],n.,f.,"<div class=""oldnorse bodytext""><i>outbreak</i>.</div>",outbreak.,outbreak
27632,útburðr,\N,main,[uːtburðr],n.,m.,"<div class=""oldnorse bodytext""><i>a beating out</i>;</div>",a beating out;,a beating out
27632,útburðr,X.2,sense,\N,\N,\N,"<div class=""oldnorse bodytext""><i>exposure</i> (of an infant); <i>an exposed child</i>.</div>",exposure (of an infant); an exposed child.,\N
27633,útbúinn,\N,main,[uːtbuːinː],pp.,\N,"<div class=""oldnorse bodytext""><i>fitted out</i>.</div>",fitted out.,fitted out
27634,útbyrðis,\N,main,[uːtbyrðis],adv.,\N,"<div class=""oldnorse bodytext""><i>overboard</i>.</div>",overboard.,overboard
27635,útdalr,\N,main,[uːtdalr],n.,m.,"<div class=""oldnorse bodytext""><i>a valley near the coast</i>, opp. to <span class=""ref"">fjalldalr</span>.</div>","a valley near the coast, opp. to fjalldalr.",a valley near the coast
