lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss,sense_id,h_number,parent_h_number,lemma_normalized,lemma_translit
62,OCS,до-,3,sense,до-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with adjectives and nouns) pre-, ante- (earlier in time)</div>","(used with adjectives and nouns) pre-, ante- (earlier in time)","pre-, ante- (earlier in time)",51,n62.1,\N,до-,\N
63,OCS,за-,\N,main,за-,\N,prefix,\N,Inherited from Proto-Slavic *za.,"<div class=""oldchurchslavonic bodytext"">(used with verbs) to begin doing (describing an action of commencing)</div>",(used with verbs) to begin doing (describing an action of commencing),to begin doing (describing an action of commencing),\N,\N,\N,за-,za-
63,OCS,за-,2,sense,за-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) behind, beyond</div>","(used with verbs) behind, beyond","behind, beyond",52,n63.0,\N,за-,\N
63,OCS,за-,3,sense,за-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) perfectivizes verbs</div>",(used with verbs) perfectivizes verbs,perfectivizes verbs,53,n63.1,\N,за-,\N
64,OCS,из-,\N,main,из-,\N,prefix,\N,"From Proto-Slavic *jьz- prefix, from *jьz.","<div class=""oldchurchslavonic bodytext"">out-</div>",out-,out-,\N,\N,\N,из-,iz-
64,OCS,из-,2,sense,из-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">out of</div>",out of,out of,54,n64.0,\N,из-,\N
64,OCS,из-,3,sense,из-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">out from</div>",out from,out from,55,n64.1,\N,из-,\N
65,OCS,без-,\N,main,без-,\N,prefix,\N,"From Proto-Slavic *bez-, from *bez.","<div class=""oldchurchslavonic bodytext"">dis-, un-</div>","dis-, un-","dis-, un-",\N,\N,\N,без-,bez-
65,OCS,без-,2,sense,без-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">-less, prefixed adjective denoting a deprivation of a feature</div>","-less, prefixed adjective denoting a deprivation of a feature","-less, prefixed adjective denoting a deprivation of a feature",56,n65.0,\N,без-,\N
66,OCS,о-,\N,main,о-,\N,prefix,\N,From Proto-Slavic *o(b).,"<div class=""oldchurchslavonic bodytext"">prefix added to verbs of motion: about, around</div>","prefix added to verbs of motion: about, around","prefix added to verbs of motion: about, around",\N,\N,\N,о-,o-
66,OCS,о-,2,sense,о-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">prefix added to nouns: close by, around</div>","prefix added to nouns: close by, around","prefix added to nouns: close by, around",57,n66.0,\N,о-,\N
66,OCS,о-,3,sense,о-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">prefix added to verbs: completely, to the full extent</div>","prefix added to verbs: completely, to the full extent","prefix added to verbs: completely, to the full extent",58,n66.1,\N,о-,\N
67,OCS,по-,\N,main,по-,\N,prefix,\N,"From Proto-Slavic *po-, prefix form of Proto-Slavic *po.","<div class=""oldchurchslavonic bodytext"">A prefix indicating the perfective aspect.</div>",A prefix indicating the perfective aspect.,A prefix indicating the perfective aspect.,\N,\N,\N,по-,po-
67,OCS,по-,2,sense,по-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">for a while, a little (see delimitative aspect)</div>","for a while, a little (see delimitative aspect)","for a while, a little (see delimitative aspect)",59,n67.0,\N,по-,\N
67,OCS,по-,3,sense,по-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">place names</div>",place names,place names,60,n67.1,\N,по-,\N
68,OCS,пре-,\N,main,пре-,\N,prefix,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of прѣ- (prě-)</div>",alternative form of прѣ- (prě-),alternative form of прѣ- (prě-),\N,\N,\N,пре-,pre-
69,OCS,при-,\N,main,при-,\N,prefix,\N,"From the Proto-Slavic *pri- prefix, from Proto-Slavic *pri.","<div class=""oldchurchslavonic bodytext"">(used with verbs) approaching, arrival</div>","(used with verbs) approaching, arrival","approaching, arrival",\N,\N,\N,при-,pri-
69,OCS,при-,2,sense,при-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) adding to</div>",(used with verbs) adding to,adding to,61,n69.0,\N,при-,\N
70,OCS,про-,\N,main,про-,\N,prefix,\N,Inherited from Proto-Slavic *pro-.,"<div class=""oldchurchslavonic bodytext"">(used with verbs) through, past (describing an action of passing through a space or an object)</div>","(used with verbs) through, past (describing an action of passing through a space or an object)","through, past (describing an action of passing through a space or an object)",\N,\N,\N,про-,pro-
70,OCS,про-,2,sense,про-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) describing an action of passing by an entity and moving further from an entity</div>",(used with verbs) describing an action of passing by an entity and moving further from an entity,describing an action of passing by an entity and moving further from an entity,62,n70.0,\N,про-,\N
70,OCS,про-,3,sense,про-,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">(used with verbs) describing an action that describes losses, expenses, wasting, or forgetting</div>","(used with verbs) describing an action that describes losses, expenses, wasting, or forgetting","describing an action that describes losses, expenses, wasting, or forgetting",63,n70.1,\N,про-,\N
71,OCS,раз-,\N,main,раз-,\N,prefix,\N,From Proto-Slavic *orz-.,"<div class=""oldchurchslavonic bodytext"">(used with verbs) dis-, un-</div>","(used with verbs) dis-, un-","dis-, un-",\N,\N,\N,раз-,raz-
72,OCS,ис-,\N,main,ис-,\N,prefix,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of из- (iz-) (before voiceless consonants)</div>",alternative form of из- (iz-) (before voiceless consonants),alternative form of из- (iz-) (before voiceless consonants),\N,\N,\N,ис-,is-
73,OCS,об-,\N,main,об-,\N,prefix,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of о- (o-)</div>",alternative form of о- (o-),alternative form of о- (o-),\N,\N,\N,об-,ob-
74,OCS,рас-,\N,main,рас-,\N,prefix,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of раз- (raz-) (before voiceless consonants)</div>",alternative form of раз- (raz-) (before voiceless consonants),alternative form of раз- (raz-) (before voiceless consonants),\N,\N,\N,рас-,ras-
75,OCS,на,1,main,на,\N,prep.,\N,"From Proto-Slavic *na, from Proto-Indo-European *h₂en-. Cognates Ancient Greek ἀνά (aná, “on, up”).","<div class=""oldchurchslavonic bodytext"">onto, on</div>","onto, on","onto, on",\N,\N,\N,на,na
75,OCS,на,2,sense,на,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">into, in</div>","into, in","into, in",64,n75.0,\N,на,\N
76,OCS,на,2,main,на,\N,pron.,\N,From Proto-Slavic *na.,"<div class=""oldchurchslavonic bodytext"">accusative/dative of вѣ (vě): us (dual)</div>",accusative/dative of вѣ (vě): us (dual),accusative/dative of вѣ (vě): us (dual),\N,\N,\N,на,na
77,OCS,до,\N,main,до,\N,prep.,\N,From Proto-Slavic *do.,"<div class=""oldchurchslavonic bodytext"">up to</div>",up to,up to,\N,\N,\N,до,do
77,OCS,до,2,sense,до,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">until</div>",until,until,65,n77.0,\N,до,\N
78,OCS,же,\N,main,же,\N,conj.,\N,"From Proto-Slavic *že, from Proto-Balto-Slavic *ge, from Proto-Indo-European *ǵʰi.","<div class=""oldchurchslavonic bodytext"">and</div>",and,and,\N,\N,\N,же,že
78,OCS,же,2,sense,же,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">but</div>",but,but,66,n78.0,\N,же,\N
78,OCS,же,3,sense,же,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">however</div>",however,however,67,n78.1,\N,же,\N
78,OCS,же,4,sense,же,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">then</div>",then,then,68,n78.2,\N,же,\N
78,OCS,же,5,sense,же,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">after</div>",after,after,69,n78.3,\N,же,\N
78,OCS,же,6,sense,же,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">as</div>",as,as,70,n78.4,\N,же,\N
79,OCS,правити,\N,main,правити,\N,v.,\N,Inherited from Proto-Slavic *praviti.,"<div class=""oldchurchslavonic bodytext"">(transitive) to lead</div>",(transitive) to lead,to lead,\N,\N,\N,правити,praviti
80,OCS,врата,\N,main,врата,\N,n.,\N,From Proto-Slavic *vorta.,"<div class=""oldchurchslavonic bodytext"">gate, door</div>","gate, door","gate, door",\N,\N,\N,врата,vrata
81,OCS,вина,\N,main,вина,\N,n.,\N,Inherited from Proto-Slavic *vina.,"<div class=""oldchurchslavonic bodytext"">fault</div>",fault,fault,\N,\N,\N,вина,vina
81,OCS,вина,2,sense,вина,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">cause</div>",cause,cause,71,n81.0,\N,вина,\N
81,OCS,вина,3,sense,вина,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">excuse</div>",excuse,excuse,72,n81.1,\N,вина,\N
82,OCS,без,\N,main,без,\N,prep.,\N,From Proto-Slavic *bez.,"<div class=""oldchurchslavonic bodytext"">without</div>",without,without,\N,\N,\N,без,bez
83,OCS,трава,\N,main,трава,\N,n.,\N,Inherited from Proto-Slavic *trava.,"<div class=""oldchurchslavonic bodytext"">grass</div>",grass,grass,\N,\N,\N,трава,trava
83,OCS,трава,2,sense,трава,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">plants</div>",plants,plants,73,n83.0,\N,трава,\N
84,OCS,зима,\N,main,зима,\N,n.,\N,"From Proto-Slavic *zima, from Proto-Balto-Slavic *źeimā́ˀ.","<div class=""oldchurchslavonic bodytext"">winter</div>",winter,winter,\N,\N,\N,зима,zima
85,OCS,пиво,\N,main,пиво,\N,n.,\N,From Proto-Slavic *pivo.,"<div class=""oldchurchslavonic bodytext"">drink, beverage</div>","drink, beverage","drink, beverage",\N,\N,\N,пиво,pivo
85,OCS,пиво,2,sense,пиво,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">beer, ale</div>","beer, ale","beer, ale",74,n85.0,\N,пиво,\N
86,OCS,кожа,\N,main,кожа,\N,n.,\N,From Proto-Slavic *koža.,"<div class=""oldchurchslavonic bodytext"">skin</div>",skin,skin,\N,\N,\N,кожа,koža
86,OCS,кожа,2,sense,кожа,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">leather</div>",leather,leather,75,n86.0,\N,кожа,\N
87,OCS,икона,\N,main,икона,\N,n.,\N,"From Ancient Greek εικόνα (eikóna, accusative form).","<div class=""oldchurchslavonic bodytext"">(religion) icon</div>",(religion) icon,icon,\N,\N,\N,икона,ikona
88,OCS,злато,\N,main,злато,\N,n.,\N,"From Proto-Slavic *zolto. Cognate with Serbo-Croatian, Czech, Slovene and Slovak zlato, Belarusian золата (zólata), Bulgarian злато (zlato), Polish złoto, Russian and Ukrainian зо́лото (zóloto).","<div class=""oldchurchslavonic bodytext"">gold</div>",gold,gold,\N,\N,\N,злато,zlato
89,OCS,чаша,\N,main,чаша,\N,n.,\N,Inherited from Proto-Slavic *čaša.,"<div class=""oldchurchslavonic bodytext"">cup (for drinking)</div>",cup (for drinking),cup (for drinking),\N,\N,\N,чаша,čaša
90,OCS,область,\N,main,область,\N,n.,\N,From Proto-Slavic *obolstь.,"<div class=""oldchurchslavonic bodytext"">power, jurisdiction</div>","power, jurisdiction","power, jurisdiction",\N,\N,\N,область,oblastĭ
91,OCS,душа,\N,main,душа,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of доуша (duša)</div>",alternative form of доуша (duša),alternative form of доуша (duša),\N,\N,\N,душа,duša
92,OCS,искра,\N,main,искра,\N,n.,\N,From Proto-Slavic *jьskra.,"<div class=""oldchurchslavonic bodytext"">sparkle</div>",sparkle,sparkle,\N,\N,\N,искра,iskra
93,OCS,папа,\N,main,папа,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">pope</div>",pope,pope,\N,\N,\N,папа,papa
94,OCS,пити,\N,main,пити,\N,v.,\N,From Proto-Slavic *piti (“to drink”).,"<div class=""oldchurchslavonic bodytext"">drink</div>",drink,drink,\N,\N,\N,пити,piti
95,OCS,маслина,\N,main,маслина,\N,n.,\N,"масло (maslo, “oil, butter”) + -ина (-ina), from Proto-Slavic *maslo; a calque of Ancient Greek ἐλαίᾱ (elaíā, “olive tree”), which was perceived as derived from ἔλαιον (élaion, “olive oil”).","<div class=""oldchurchslavonic bodytext"">olive tree</div>",olive tree,olive tree,\N,\N,\N,маслина,maslina
96,OCS,тьма,1,main,тьма,\N,n.,\N,"From Proto-Slavic *tьma, from Proto-Balto-Slavic *timāˀ, from Proto-Indo-European *temH-.","<div class=""oldchurchslavonic bodytext"">darkness</div>",darkness,darkness,\N,\N,\N,тьма,tĭma
97,OCS,тьма,2,main,тьма,\N,n.,\N,Borrowed from an ancestor of Mongolian түм (tüm).,"<div class=""oldchurchslavonic bodytext"">ten thousand; a myriad</div>",ten thousand; a myriad,ten thousand; a myriad,\N,\N,\N,тьма,tĭma
97,OCS,тьма,2,sense,тьма,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">a large number or multitude (of specified things)</div>",a large number or multitude (of specified things),a large number or multitude (of specified things),76,n97.0,\N,тьма,\N
98,OCS,страна,\N,main,страна,\N,n.,\N,Inherited from Proto-Slavic *storna.,"<div class=""oldchurchslavonic bodytext"">side</div>",side,side,\N,\N,\N,страна,strana
98,OCS,страна,2,sense,страна,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">country, region</div>","country, region","country, region",77,n98.0,\N,страна,\N
99,OCS,гость,\N,main,гость,\N,n.,\N,"From Proto-Slavic *gostь, from Proto-Balto-Slavic *gastís, from Proto-Indo-European *gʰóstis.","<div class=""oldchurchslavonic bodytext"">guest</div>",guest,guest,\N,\N,\N,гость,gostĭ
100,OCS,олово,\N,main,олово,\N,n.,\N,Inherited from Proto-Slavic *olovo.,"<div class=""oldchurchslavonic bodytext"">lead</div>",lead,lead,\N,\N,\N,олово,olovo
101,OCS,прогласъ,\N,main,прогласъ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">foreword</div>",foreword,foreword,\N,\N,\N,прогласъ,proglasŭ
101,OCS,прогласъ,2,sense,прогласъ,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">the name of the first poem in literary Old Church Slavonic language.</div>",the name of the first poem in literary Old Church Slavonic language.,the name of the first poem in literary Old Church Slavonic language.,78,n101.0,\N,прогласъ,\N
102,OCS,ⱂⱃⱁⰳⰾⰰⱄⱏ,\N,main,ⱂⱃⱁⰳⰾⰰⱄⱏ,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">Glagolitic spelling of прогласъ (proglasŭ)</div>",Glagolitic spelling of прогласъ (proglasŭ),Glagolitic spelling of прогласъ (proglasŭ),\N,\N,\N,ⱂⱃⱁⰳⰾⰰⱄⱏ,proglasŭ
103,OCS,когда,\N,main,когда,\N,adv.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of къгда (kŭgda)</div>",alternative form of къгда (kŭgda),alternative form of къгда (kŭgda),\N,\N,\N,когда,kogda
104,OCS,гора,\N,main,гора,\N,n.,\N,"From Proto-Slavic *gora, from Proto-Balto-Slavic *garā́ˀ.","<div class=""oldchurchslavonic bodytext"">mountain</div>",mountain,mountain,\N,\N,\N,гора,gora
105,OCS,і,\N,main,і,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">A letter of the Old Church Slavonic alphabet, called и (i) or ижеи (ižei) and written in the Old Cyrillic script.</div>","A letter of the Old Church Slavonic alphabet, called и (i) or ижеи (ižei) and written in the Old Cyrillic script.","A letter of the Old Church Slavonic alphabet, called и (i) or ижеи (ižei) and written in the Old Cyrillic script.",\N,\N,\N,і,i
106,OCS,є,1,main,є,\N,n.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of е (e)</div>",alternative form of е (e),alternative form of е (e),\N,\N,\N,є,e
107,OCS,є,2,main,є,\N,pron.,\N,\N,"<div class=""oldchurchslavonic bodytext"">alternative form of е (e)</div>",alternative form of е (e),alternative form of е (e),\N,\N,\N,є,e
108,OCS,хвала,\N,main,хвала,\N,n.,\N,Inherited from Proto-Slavic *xvala.,"<div class=""oldchurchslavonic bodytext"">praise</div>",praise,praise,\N,\N,\N,хвала,xvala
108,OCS,хвала,2,sense,хвала,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">glory</div>",glory,glory,79,n108.0,\N,хвала,\N
108,OCS,хвала,3,sense,хвала,\N,\N,\N,\N,"<div class=""oldchurchslavonic bodytext"">gratitude</div>",gratitude,gratitude,80,n108.1,\N,хвала,\N
109,OCS,та,\N,main,та,\N,pron.,\N,\N,"<div class=""oldchurchslavonic bodytext"">inflection of тъ (tŭ):; feminine nominative singular</div>",inflection of тъ (tŭ):; feminine nominative singular,inflection of тъ (tŭ):,\N,\N,\N,та,ta
