lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
750,OIr.,hó,2,main,\N,\N,prep.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ó</div>",alternative spelling of ó,alternative spelling of ó
751,OIr.,hó,3,main,\N,\N,det,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of oa</div>",alternative spelling of oa,alternative spelling of oa
752,OIr.,hó,4,main,hó·,\N,pron.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of oa·</div>",alternative spelling of oa·,alternative spelling of oa·
753,OIr.,cen,\N,main,\N,/kʲen/,prep.,\N,"From Proto-Celtic *kina (“on this side of”), probably from Proto-Indo-European *ḱís (“this (here)”); compare Breton ken (“otherwise”).","<div class=""oldirish bodytext"">except</div>",except,except
753,OIr.,cen,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">without</div>",without,without
753,OIr.,cen,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">not to (followed by a verbal noun)</div>",not to (followed by a verbal noun),not to (followed by a verbal noun)
754,OIr.,bili,\N,main,\N,/ˈbʲi.lʲi/,n.,\N,\N,"<div class=""oldirish bodytext"">vocative singular of bile</div>",vocative singular of bile,vocative singular of bile
754,OIr.,bili,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">genitive singular of bile</div>",genitive singular of bile,genitive singular of bile
754,OIr.,bili,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">nominative plural of bile</div>",nominative plural of bile,nominative plural of bile
755,OIr.,fuar,\N,main,fuär,/ˈɸu.əɾ/,n.,n.,\N,"<div class=""oldirish bodytext"">verbal noun of fo·fera: provision, preparation</div>","verbal noun of fo·fera: provision, preparation","verbal noun of fo·fera: provision, preparation"
756,OIr.,bricht,\N,main,\N,\N,n.,\N,From Proto-Celtic *brixtus.,"<div class=""oldirish bodytext"">charm, spell, incantation</div>","charm, spell, incantation","charm, spell, incantation"
757,OIr.,biri,\N,main,\N,\N,v.,\N,\N,"<div class=""oldirish bodytext"">second-person singular present indicative absolute of beirid</div>",second-person singular present indicative absolute of beirid,second-person singular present indicative absolute of beirid
758,OIr.,to-,\N,main,do-,\N,prefix,\N,From Proto-Celtic *to-.,"<div class=""oldirish bodytext"">prefix used to create verbs and associated verbal nouns</div>",prefix used to create verbs and associated verbal nouns,prefix used to create verbs and associated verbal nouns
759,OIr.,muntar,\N,main,\N,/ˈmun̪.t̪əɾ/,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of muinter</div>",alternative form of muinter,alternative form of muinter
760,OIr.,dég,1,main,\N,\N,prep.,\N,"From di (“from”) + fíach (“debt”), literally ""from the debt of"".","<div class=""oldirish bodytext"">because of, due to, for the sake of</div>","because of, due to, for the sake of","because of, due to, for the sake of"
761,OIr.,dég,2,main,\N,\N,conj.,\N,"From di (“from”) + fíach (“debt”), literally ""from the debt of"".","<div class=""oldirish bodytext"">because, since</div>","because, since","because, since"
762,OIr.,lud,\N,main,·lud,/ˈl̪uð/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person singular preterite conjunct of téit</div>",first-person singular preterite conjunct of téit,first-person singular preterite conjunct of téit
763,OIr.,m',\N,main,of a following noun,/m/,det,\N,\N,"<div class=""oldirish bodytext"">apocopic form of mo</div>",apocopic form of mo,apocopic form of mo
764,OIr.,lim,\N,main,\N,/ˈl̠ʲimʲ/,pron.,\N,\N,"<div class=""oldirish bodytext"">first-person singular of la</div>",first-person singular of la,first-person singular of la
765,OIr.,cair,1,main,\N,/ˈkaɾʲ/,adv.,\N,"Univerbation of cía (“what?”) + air (“for”), although the existence of Middle Welsh pyr (“why?”) suggests the univerbation may have happened already in Proto–Insular Celtic.\nThurneysen suggests that the above etymology applies only to the sense “why?”, while the interrogative particle is from Latin quaere. This seems unnecessary, especially since quaere itself is never used this way.","<div class=""oldirish bodytext"">why?</div>",why?,why?
766,OIr.,cair,2,main,\N,/ˈkaɾʲ/,particle,\N,"Univerbation of cía (“what?”) + air (“for”), although the existence of Middle Welsh pyr (“why?”) suggests the univerbation may have happened already in Proto–Insular Celtic.\nThurneysen suggests that the above etymology applies only to the sense “why?”, while the interrogative particle is from Latin quaere. This seems unnecessary, especially since quaere itself is never used this way.","<div class=""oldirish bodytext"">particle introducing a direct question, generally used in addition to another question word such as in or a wh-word</div>","particle introducing a direct question, generally used in addition to another question word such as in or a wh-word","particle introducing a direct question, generally used in addition to another question word such as in or a wh-word"
767,OIr.,duli,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of dúli</div>",alternative spelling of dúli,alternative spelling of dúli
768,OIr.,berat,\N,main,·berat,/ˈbʲe.ɾəd̪/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person plural present indicative/subjunctive conjunct of beirid</div>",third-person plural present indicative/subjunctive conjunct of beirid,third-person plural present indicative/subjunctive conjunct of beirid
769,OIr.,fiche,\N,main,fichet,/ˈɸʲi.xʲe/,num,\N,"From Proto-Celtic *wikantī, from Proto-Indo-European *h₁wih₁ḱm̥t, from *dwi(h₁)dḱm̥ti (“two-ten”).","<div class=""oldirish bodytext"">twenty</div>",twenty,twenty
770,OIr.,áru,\N,main,árann,/ˈaː.ɾu/,n.,\N,"From Proto-Celtic *ārū. Cognate with Welsh aren and perhaps more distantly with Hittite [script needed] (ḫaḫri-), Latin rēn, and Tocharian A āriñc (“heart”).","<div class=""oldirish bodytext"">kidney</div>",kidney,kidney
771,OIr.,ardi,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of airdi: genitive singular of arde</div>",alternative spelling of airdi: genitive singular of arde,alternative spelling of airdi: genitive singular of arde
772,OIr.,imbe,\N,main,imbi,/ˈimʲ.bʲe/,n.,\N,\N,"<div class=""oldirish bodytext"">verbal noun of im·fen</div>",verbal noun of im·fen,verbal noun of im·fen
772,OIr.,imbe,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">fence</div>",fence,fence
773,OIr.,fili,\N,main,filed,/ˈɸʲi.lʲi/,n.,\N,"From Primitive Irish ᚃᚓᚂᚔᚈᚐᚄ (velitas), from Proto-Celtic *welīts.","<div class=""oldirish bodytext"">poet, seer</div>","poet, seer","poet, seer"
774,OIr.,clé,\N,main,\N,/ˈkʲlʲeː/,adj.,\N,From Proto-Celtic *kliyos.,"<div class=""oldirish bodytext"">left</div>",left,left
775,OIr.,cuir,\N,main,\N,/ˈkuɾʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular of cor</div>",genitive singular of cor,genitive singular of cor
776,OIr.,dall,\N,main,\N,/ˈd̪al̪/,adj.,\N,"From Primitive Irish ᚇᚐᚂᚔ (dali), from Proto-Celtic *dallos (compare Welsh dall); possibly cognate with Gothic 𐌳𐍅𐌰𐌻𐍃 (dwals, “foolish, stupid”).","<div class=""oldirish bodytext"">blind</div>",blind,blind
776,OIr.,dall,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(nominalized, masculine or feminine) blind person</div>","(nominalized, masculine or feminine) blind person",blind person
777,OIr.,damu,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of daumu</div>",alternative form of daumu,alternative form of daumu
778,OIr.,fiu,\N,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of fíu</div>",alternative spelling of fíu,alternative spelling of fíu
779,OIr.,arde,\N,main,ardi,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of airde</div>",alternative spelling of airde,alternative spelling of airde
780,OIr.,lega,\N,main,·lega,/ˈl̠ʲe.ɣa/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative conjunct of legaid</div>",third-person singular present indicative conjunct of legaid,third-person singular present indicative conjunct of legaid
781,OIr.,tí,1,main,\N,\N,n.,\N,"From Proto-Celtic *tīxs, from Proto-Indo-European *(s)teg- (“to cover”).","<div class=""oldirish bodytext"">cloak</div>",cloak,cloak
782,OIr.,tí,2,main,·tí,\N,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present subjunctive prototonic of do·icc</div>",third-person singular present subjunctive prototonic of do·icc,third-person singular present subjunctive prototonic of do·icc
783,OIr.,dil,\N,main,diliu,/ˈd̠ʲilʲ/,adj.,\N,Matasović entertains a connection to Proto-Indo-European *dʰeh₁(y)- (“to suckle”).,"<div class=""oldirish bodytext"">dear</div>",dear,dear
784,OIr.,bem,\N,main,·bem,/ˈbʲeβ̃/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person plural present subjunctive conjunct of at·tá</div>",first-person plural present subjunctive conjunct of at·tá,first-person plural present subjunctive conjunct of at·tá
785,OIr.,séta,\N,main,\N,/ˈsʲeː.d̪a/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular/dual of sét</div>",genitive singular/dual of sét,genitive singular/dual of sét
786,OIr.,sír,\N,main,síriu,/ˈsʲiːɾ/,adj.,\N,"From Proto-Celtic *sīros (“long”) (compare Welsh hir, Breton hir, and Cornish hyr).","<div class=""oldirish bodytext"">long</div>",long,long
786,OIr.,sír,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">lasting</div>",lasting,lasting
787,OIr.,tó,\N,main,·tó,/ˈt̪oː/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person singular present progressive conjunct of at·tá</div>",first-person singular present progressive conjunct of at·tá,first-person singular present progressive conjunct of at·tá
788,OIr.,dumu,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of daumu</div>",alternative form of daumu,alternative form of daumu
789,OIr.,ruis,\N,main,\N,/ˈrusʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of ros:; vocative/genitive singular</div>",inflection of ros:; vocative/genitive singular,inflection of ros:
789,OIr.,ruis,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of ros:; nominative plural (both etymologies)</div>",inflection of ros:; nominative plural (both etymologies),inflection of ros:
790,OIr.,cene,1,main,cenae,/ˈkʲe.ne/,pron.,\N,\N,"<div class=""oldirish bodytext"">third-person singular masculine/neuter of cen: without him/it</div>",third-person singular masculine/neuter of cen: without him/it,third-person singular masculine/neuter of cen: without him/it
791,OIr.,cene,2,main,\N,/ˈkʲe.ne/,adv.,\N,\N,"<div class=""oldirish bodytext"">besides</div>",besides,besides
791,OIr.,cene,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">in any case</div>",in any case,in any case
791,OIr.,cene,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">already</div>",already,already
792,OIr.,cinn,\N,main,\N,/ˈkʲin̠ʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular of cenn (“head”)</div>",genitive singular of cenn (“head”),genitive singular of cenn (“head”)
793,OIr.,mucca,\N,main,\N,/ˈmu.ka/,n.,\N,\N,"<div class=""oldirish bodytext"">nominative/vocative/accusative plural of mucc</div>",nominative/vocative/accusative plural of mucc,nominative/vocative/accusative plural of mucc
794,OIr.,fedan,\N,main,fednae,\N,n.,\N,"From Proto-Celtic *wedonā, an unusual double-thematic formation in -o-nā, related to *wedeti (“to bring together, lead”).\nTwo other basic verbal nouns, mlegon (“milking”) (from *mlig-o-nos) and orcun (“slaying”) (from *org-e-nā) also have double-thematic *-V-no/ā- formations. Their closest parallels are Proto-Germanic *-aną and past participles in *-anaz, in addition to Slavic past passive participles in original -enъ.","<div class=""oldirish bodytext"">verbal noun of feidid: carrying, conveying</div>","verbal noun of feidid: carrying, conveying","verbal noun of feidid: carrying, conveying"
794,OIr.,fedan,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">the state of being yoked</div>",the state of being yoked,the state of being yoked
795,OIr.,loc,\N,main,\N,/ˈl̪oɡ/,n.,\N,"Borrowed from Proto-Brythonic *llog (whence Welsh llog), from Latin locus.","<div class=""oldirish bodytext"">place (usually inhabited, or suited thereto)</div>","place (usually inhabited, or suited thereto)","place (usually inhabited, or suited thereto)"
796,OIr.,ná,1,main,na,/ˈn̪aː/,particle,\N,"Uncertain. According to Matasović originally short /na/, from Proto-Celtic *ne, from Proto-Indo-European *né (“not”). According to Dunkel from Proto-Celtic *nā, from Proto-Indo-European *nó-h₁, from *né + adverbial suffix *-h₁. In Old Irish the expected outcome would be *nú in a final syllable. The variant with á would adopted from originally disyllabic forms like nád (relative) and nách (before infixed pronoun).","<div class=""oldirish bodytext"">don’t, let…not (particle used to introduce a negative imperative)</div>","don’t, let…not (particle used to introduce a negative imperative)","don’t, let…not (particle used to introduce a negative imperative)"
797,OIr.,ná,2,main,na,/ˈn̪aː/,conj.,\N,"Maybe from Proto-Celtic *nāwe (“or not”), from Proto-Indo-European *nó-h₁ (“not”) + *-we (“or”). Compare nó (“or”).","<div class=""oldirish bodytext"">(chiefly in the negative) or, nor</div>","(chiefly in the negative) or, nor","or, nor"
798,OIr.,mide,\N,main,midi,/ˈmʲi.ðʲe/,n.,\N,"From Proto-Celtic *medyos, from Proto-Indo-European *médʰyos.","<div class=""oldirish bodytext"">middle, centre</div>","middle, centre","middle, centre"
799,OIr.,sund,\N,main,\N,/ˈsun̪d̪/,adv.,\N,"Inherited from Proto-Celtic *sondos (more specifically, its dative singular *sondūi); cognate with Welsh hwn (“this”).","<div class=""oldirish bodytext"">here (in this place)</div>",here (in this place),here (in this place)
799,OIr.,sund,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">here (to this place), hither</div>","here (to this place), hither","here (to this place), hither"
800,OIr.,fuit,1,main,fuit!,/ˈɸud̠ʲ/,interj.,\N,Onomatopoeic,"<div class=""oldirish bodytext"">brr! (used to express being cold)</div>",brr! (used to express being cold),brr! (used to express being cold)
801,OIr.,fuit,2,main,\N,/ˈɸud̠ʲ/,n.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldirish bodytext"">vocative/genitive singular of fot (“length”)</div>",vocative/genitive singular of fot (“length”),vocative/genitive singular of fot (“length”)
802,OIr.,cú,\N,main,con,/ˈkuː/,n.,\N,"From Primitive Irish *ᚉᚒᚅᚐ (*cuna, genitive), from Proto-Celtic *kū (compare Welsh ci), from Proto-Indo-European *ḱwṓ.","<div class=""oldirish bodytext"">dog, hound</div>","dog, hound","dog, hound"
802,OIr.,cú,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">wolf</div>",wolf,wolf
803,OIr.,téged,\N,main,·téged,\N,v.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of ·téiged</div>",alternative spelling of ·téiged,alternative spelling of ·téiged
804,OIr.,ching,\N,main,\N,\N,v.,\N,\N,"<div class=""oldirish bodytext"">lenited form of cing</div>",lenited form of cing,lenited form of cing
805,OIr.,sunna,\N,main,\N,\N,adv.,\N,\N,"<div class=""oldirish bodytext"">alternative form of sund</div>",alternative form of sund,alternative form of sund
806,OIr.,áss,\N,main,\N,/ˈaːs/,n.,\N,"From Proto-Celtic *ɸāstom, from Proto-Indo-European *peh₂- (“to protect, shepherd”).","<div class=""oldirish bodytext"">growth</div>",growth,growth
806,OIr.,áss,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">verbal noun of ásaid (“to grow”)</div>",verbal noun of ásaid (“to grow”),verbal noun of ásaid (“to grow”)
807,OIr.,fáilte,1,main,\N,/ˈɸaːl̠ʲ.t̠ʲe/,n.,\N,"From Proto-Celtic *wāletiyā. By surface analysis, fáilid + -e.\nCognate with Old English wele, wela, willan (“to wish”), Latin volō (“to want”).","<div class=""oldirish bodytext"">joy, happiness</div>","joy, happiness","joy, happiness"
807,OIr.,fáilte,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">salute</div>",salute,salute
807,OIr.,fáilte,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">welcome</div>",welcome,welcome
808,OIr.,fáilte,2,main,\N,/ˈɸaːl̠ʲ.t̠ʲe/,adj.,\N,"From Proto-Celtic *wāletiyā. By surface analysis, fáilid + -e.\nCognate with Old English wele, wela, willan (“to wish”), Latin volō (“to want”).","<div class=""oldirish bodytext"">inflection of fáilid:; feminine genitive singular</div>",inflection of fáilid:; feminine genitive singular,inflection of fáilid:
808,OIr.,fáilte,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of fáilid:; all genders genitive plural</div>",inflection of fáilid:; all genders genitive plural,inflection of fáilid:
809,OIr.,folo,\N,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular of fuil</div>",genitive singular of fuil,genitive singular of fuil
