lemma_id,lang,lemma,sense_num,type,orthography,ipa,pos,gender,etymology,entry,entry_str,gloss
98,OIr.,ail,1,main,ailech,/ˈalʲ/,n.,\N,"Possibly from Proto-Celtic *ɸalos, from Proto-Indo-European *pels-, *pelis- (“rock, cliff”), see also German Fels (“rock”).\nThe declension was not stable at the start of the Old Irish period, with a shift from an i-stem declension to a k-stem declension ongoing.","<div class=""oldirish bodytext"">rock</div>",rock,rock
98,OIr.,ail,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">foundation</div>",foundation,foundation
99,OIr.,ail,2,main,·ail,/ˈalʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative conjunct of ailid</div>",third-person singular present indicative conjunct of ailid,third-person singular present indicative conjunct of ailid
100,OIr.,mass,1,main,\N,\N,n.,\N,"From Latin massa, from Ancient Greek μᾶζα (mâza).","<div class=""oldirish bodytext"">mass, matter</div>","mass, matter","mass, matter"
101,OIr.,mass,2,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">goodly, handsome, beautiful</div>","goodly, handsome, beautiful","goodly, handsome, beautiful"
102,OIr.,maid,1,main,·maid,/ˈmaðʲ/,v.,\N,\N,"<div class=""oldirish bodytext"">third-person singular present indicative conjunct of maidid</div>",third-person singular present indicative conjunct of maidid,third-person singular present indicative conjunct of maidid
103,OIr.,maid,2,main,\N,/ˈmaðʲ/,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative form of maith (“good”)</div>",alternative form of maith (“good”),alternative form of maith (“good”)
104,OIr.,ber,\N,main,·ber,/ˈbʲeɾ/,v.,\N,\N,"<div class=""oldirish bodytext"">first-person singular present subjunctive conjunct of beirid</div>",first-person singular present subjunctive conjunct of beirid,first-person singular present subjunctive conjunct of beirid
105,OIr.,bid,1,main,bith,/bʲið/,v.,\N,\N,"<div class=""oldirish bodytext"">inflection of is:; third-person singular past subjunctive</div>",inflection of is:; third-person singular past subjunctive,inflection of is:
105,OIr.,bid,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of is:; third-person singular future</div>",inflection of is:; third-person singular future,inflection of is:
106,OIr.,bid,2,main,\N,/bʲið/,n.,\N,\N,"<div class=""oldirish bodytext"">accusative/dative singular of buith (“being”)</div>",accusative/dative singular of buith (“being”),accusative/dative singular of buith (“being”)
107,OIr.,bind,\N,main,*bindithir,\N,adj.,\N,From Proto-Celtic *bandis.,"<div class=""oldirish bodytext"">melodious, harmonious</div>","melodious, harmonious","melodious, harmonious"
107,OIr.,bind,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">pleasant, pleasing</div>","pleasant, pleasing","pleasant, pleasing"
108,OIr.,bled,\N,main,\N,/ˈbʲlʲeð/,n.,\N,From Proto-Celtic *bledyos.,"<div class=""oldirish bodytext"">sea-monster</div>",sea-monster,sea-monster
108,OIr.,bled,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">whale</div>",whale,whale
109,OIr.,dig,\N,main,\N,/ˈd̠ʲiɣʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of deug:; accusative/dative singular</div>",inflection of deug:; accusative/dative singular,inflection of deug:
109,OIr.,dig,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of deug:; nominative/accusative/vocative dual</div>",inflection of deug:; nominative/accusative/vocative dual,inflection of deug:
110,OIr.,fell,1,main,fill,/ˈɸʲel̪/,n.,\N,"From Proto-Celtic *welsos (“error, deceit”).","<div class=""oldirish bodytext"">deceit, treachery</div>","deceit, treachery","deceit, treachery"
111,OIr.,fell,2,main,fill,/ˈɸʲel̪/,n.,\N,"Alteration of pell (“horse”), a specialized use of pell (“pelt”), from Latin pellis.","<div class=""oldirish bodytext"">horse</div>",horse,horse
112,OIr.,find,1,main,\N,/ˈɸʲin̪d̪/,adj.,\N,"From Proto-Celtic *windos (“white”) (compare Welsh gwyn, Gaulish *windos).","<div class=""oldirish bodytext"">white</div>",white,white
112,OIr.,find,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">bright</div>",bright,bright
112,OIr.,find,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">blessed</div>",blessed,blessed
113,OIr.,find,2,main,\N,/ˈɸʲin̪d̪/,n.,\N,From Proto-Celtic *wendom (“hair”).,"<div class=""oldirish bodytext"">hair</div>",hair,hair
114,OIr.,fled,\N,main,\N,/ˈɸʲlʲeð/,n.,\N,From Proto-Celtic *wlidā (compare Welsh gwledd).,"<div class=""oldirish bodytext"">banquet, feast</div>","banquet, feast","banquet, feast"
115,OIr.,lie,\N,main,lïac,/ˈl̠ʲi.e/,n.,\N,"Details uncertain. Perhaps suppletive from two related stems; Matasović explains the nominative(-vocative) singular as continuing Proto-Celtic *līwos and the other case forms as from *līwanks (with its suffix of unexplained origin). However, on the basis of the root vowel in Middle Irish (Book of Leinster) lecaib (dat.pl.), this is rejected by Zair, who instead reconstructs Proto-Celtic *lesank- or *leɸank- (compare Ancient Greek λέπας (lépas, “crag”)) and explains the nominative singular -i- as from hiatus. The Indo-European origin, if any, is disputed.","<div class=""oldirish bodytext"">a stone</div>",a stone,a stone
116,OIr.,finn,1,main,\N,\N,adj.,\N,\N,"<div class=""oldirish bodytext"">alternative form of find</div>",alternative form of find,alternative form of find
117,OIr.,finn,2,main,\N,\N,n.,\N,\N,"<div class=""oldirish bodytext"">alternative form of find</div>",alternative form of find,alternative form of find
118,OIr.,sin,1,main,\N,\N,det,\N,"From Proto-Celtic *sindos (compare Welsh hyn), from Proto-Indo-European *sḗm (“one”) or *só (“that”); strong doublet of in (“the”).","<div class=""oldirish bodytext"">that, those (used after the noun, which is preceded by the definite article)</div>","that, those (used after the noun, which is preceded by the definite article)","that, those (used after the noun, which is preceded by the definite article)"
119,OIr.,sin,2,main,\N,\N,pron.,\N,"From Proto-Celtic *sindos (compare Welsh hyn), from Proto-Indo-European *sḗm (“one”) or *só (“that”); strong doublet of in (“the”).","<div class=""oldirish bodytext"">that (as a direct object, used together with a clitic pronoun)</div>","that (as a direct object, used together with a clitic pronoun)","that (as a direct object, used together with a clitic pronoun)"
120,OIr.,cell,\N,main,\N,/ˈkʲel̪/,n.,\N,Borrowed from Latin cella.,"<div class=""oldirish bodytext"">church</div>",church,church
121,OIr.,biad,1,main,bïad,\N,n.,n.,\N,"<div class=""oldirish bodytext"">older form of bíad</div>",older form of bíad,older form of bíad
122,OIr.,biad,2,main,·bïad,/ˈbʲi.əð/,v.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldirish bodytext"">third-person singular conditional of at·tá</div>",third-person singular conditional of at·tá,third-person singular conditional of at·tá
122,OIr.,biad,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">third-person singular conditional of benaid</div>",third-person singular conditional of benaid,third-person singular conditional of benaid
123,OIr.,cloth,\N,main,cluith,/ˈkloθ/,n.,\N,"From Proto-Celtic *klutom (compare Welsh clod), nominalization of Proto-Indo-European *ḱlutós (“famous”), from Proto-Indo-European *ḱlew- (“to hear”). Cognate with Ancient Greek κλυτός (klutós, “famous”), Sanskrit श्रुत (śruta, “famous”), and English loud.","<div class=""oldirish bodytext"">fame, honor</div>","fame, honor","fame, honor"
123,OIr.,cloth,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">reputation</div>",reputation,reputation
124,OIr.,cloud,\N,main,cloüd,/ˈklo.uð/,n.,m.,From clo- + -ud.,"<div class=""oldirish bodytext"">verbal noun of cloïd: subduing</div>",verbal noun of cloïd: subduing,verbal noun of cloïd: subduing
125,OIr.,brain,\N,main,\N,/ˈbɾanʲ/,n.,\N,\N,"<div class=""oldirish bodytext"">inflection of bran:; vocative/genitive singular</div>",inflection of bran:; vocative/genitive singular,inflection of bran:
125,OIr.,brain,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inflection of bran:; nominative plural</div>",inflection of bran:; nominative plural,inflection of bran:
126,OIr.,act,\N,main,\N,\N,conj.,\N,\N,"<div class=""oldirish bodytext"">alternative spelling of acht (“but”)</div>",alternative spelling of acht (“but”),alternative spelling of acht (“but”)
127,OIr.,ball,\N,main,\N,/ˈbal̪/,n.,\N,From Proto-Celtic *ballos.,"<div class=""oldirish bodytext"">a body part</div>",a body part,a body part
127,OIr.,ball,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">member of a group</div>",member of a group,member of a group
127,OIr.,ball,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">part, portion</div>","part, portion","part, portion"
127,OIr.,ball,4,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">a colored spot</div>",a colored spot,a colored spot
128,OIr.,bir,1,main,bero,/ˈbʲiɾ/,n.,\N,From Proto-Celtic *beru.,"<div class=""oldirish bodytext"">stake, spit, point; spear, spike</div>","stake, spit, point; spear, spike","stake, spit, point; spear, spike"
129,OIr.,bir,2,main,beru,/ˈbʲiɾ/,n.,\N,"From Proto-Celtic *beru, *beruro- (“spring, well”), said by Matasović to likely be related to *brutus (“fermentation, boiling heat”), from Proto-Indo-European *bʰrewh₁-.","<div class=""oldirish bodytext"">water, spring, well</div>","water, spring, well","water, spring, well"
130,OIr.,bir,3,main,·bir,/ˈbʲiɾʲ/,v.,\N,See the etymology of the corresponding lemma form.,"<div class=""oldirish bodytext"">second-person singular present indicative conjunct of beirid</div>",second-person singular present indicative conjunct of beirid,second-person singular present indicative conjunct of beirid
131,OIr.,lem,1,main,lim,/ˈl̠ʲeβ̃/,n.,\N,"From Proto-Celtic *limos (compare Welsh llwyf, from a variant *leimos), from Proto-Indo-European *h₁élem (“mountain elm”); compare Latin ulmus.","<div class=""oldirish bodytext"">elm tree</div>",elm tree,elm tree
132,OIr.,lem,2,main,\N,/ˈl̠ʲeβ̃/,adj.,\N,"Ultimately from Proto-Indo-European *h₃lemH- (“weak, broken, soft”).","<div class=""oldirish bodytext"">soft, tender</div>","soft, tender","soft, tender"
132,OIr.,lem,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">weak, powerless</div>","weak, powerless","weak, powerless"
133,OIr.,lem,3,main,\N,/ˈl̠ʲem/,pron.,\N,\N,"<div class=""oldirish bodytext"">first-person singular of la</div>",first-person singular of la,first-person singular of la
134,OIr.,du,\N,main,\N,\N,prep.,\N,\N,"<div class=""oldirish bodytext"">alternative form of do</div>",alternative form of do,alternative form of do
135,OIr.,dead,\N,main,deïd,\N,n.,\N,"From Proto-Celtic *dīwedom, verbal noun of *dīwedeti (“to stop”) (whence Welsh diwedd (“end, ending”)).","<div class=""oldirish bodytext"">end</div>",end,end
136,OIr.,long,\N,main,lungae,/ˈl̪oŋɡ/,n.,\N,"Generally assumed to be a Latin loan, from (navis) longa, but Joseph Loth believed it to be from Proto-Celtic *longā; either way, cognate to Welsh llong.","<div class=""oldirish bodytext"">boat</div>",boat,boat
136,OIr.,long,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">ship</div>",ship,ship
137,OIr.,tall,1,main,\N,\N,adv.,\N,\N,"<div class=""oldirish bodytext"">there</div>",there,there
137,OIr.,tall,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">then</div>",then,then
138,OIr.,tall,2,main,\N,\N,det,\N,\N,"<div class=""oldirish bodytext"">that (used after the noun, which is preceded by the definite article)</div>","that (used after the noun, which is preceded by the definite article)","that (used after the noun, which is preceded by the definite article)"
139,OIr.,far,\N,main,\N,\N,det,\N,\N,"<div class=""oldirish bodytext"">alternative form of for</div>",alternative form of for,alternative form of for
140,OIr.,sal,\N,main,saile,\N,n.,\N,From Proto-Celtic *salā.,"<div class=""oldirish bodytext"">dirt</div>",dirt,dirt
140,OIr.,sal,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">filth, stain</div>","filth, stain","filth, stain"
141,OIr.,fil,\N,main,·fil,/ˈɸʲilʲ/,v.,\N,"Originally ·fil (“you see”) and ·feil (“one sees”). From Proto-Celtic *weleti (“to see”), from Proto-Indo-European *wél-e-ti (“see”), compare Welsh gweled (“to see”). For the semantic development from ""see"" to ""there is"" compare Welsh dyma (“there is”) shortened from Middle Welsh wely di yma? (“do you see?”) or French voici (“here is”) from vois ci (“see here”).","<div class=""oldirish bodytext"">present progressive conjunct of at·tá</div>",present progressive conjunct of at·tá,present progressive conjunct of at·tá
141,OIr.,fil,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">third-person singular present progressive relative of at·tá</div>",third-person singular present progressive relative of at·tá,third-person singular present progressive relative of at·tá
142,OIr.,filed,\N,main,\N,/ˈɸʲi.lʲəð/,n.,\N,\N,"<div class=""oldirish bodytext"">genitive singular/dual/plural of fili</div>",genitive singular/dual/plural of fili,genitive singular/dual/plural of fili
143,OIr.,domain,\N,main,domnu,/ˈd̪o.β̃ənʲ/,adj.,\N,"From Proto-Celtic *dubnis, a variant form of *dubnos (“world, deep”), from Proto-Indo-European *dʰubʰnós.","<div class=""oldirish bodytext"">deep</div>",deep,deep
144,OIr.,loch,1,main,locho,/ˈl̪ox/,n.,\N,"From Proto-Celtic *loku, from Proto-Indo-European *lókus. Welsh llwch, Breton loc'h, and Cornish logh might be borrowed from Old Irish.","<div class=""oldirish bodytext"">lake</div>",lake,lake
144,OIr.,loch,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">inlet of the sea</div>",inlet of the sea,inlet of the sea
145,OIr.,loch,2,main,\N,/ˈl̪ox/,adj.,\N,"According to Stokes, from Proto-Celtic *louko, from Proto-Indo-European *léwks (“light, shine”).","<div class=""oldirish bodytext"">black, dark</div>","black, dark","black, dark"
146,OIr.,fri,\N,main,\N,/ɸʲɾʲi/,prep.,\N,"From Proto-Celtic *writ- (compare Welsh wrth, prefix gwrth-), from the zero grade of Proto-Indo-European *wert- (“to turn”) (compare Latin versus (“against”)).","<div class=""oldirish bodytext"">towards, to</div>","towards, to","towards, to"
146,OIr.,fri,2,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">against</div>",against,against
146,OIr.,fri,3,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">with</div>",with,with
146,OIr.,fri,4,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">(governing a verbal noun) about to</div>",(governing a verbal noun) about to,about to
146,OIr.,fri,5,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">from (with scaraid (“to separate”) and its compounds and synonyms)</div>",from (with scaraid (“to separate”) and its compounds and synonyms),from (with scaraid (“to separate”) and its compounds and synonyms)
146,OIr.,fri,6,sense,\N,\N,\N,\N,\N,"<div class=""oldirish bodytext"">with respect to, with regard to, in regard to</div>","with respect to, with regard to, in regard to","with respect to, with regard to, in regard to"
