index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
9,1414,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,4,\N,P6
0,1415,si,subordinating_conjunction,si,si,mark,6,\N,{F: [pos]},['si'],[sɪ],4,\N,M6
1,1415,uis,noun,uis,u,nsubj,6,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'is']",[wɪs],4,\N,M6
2,1415,celsi,adjective,celsus,cels,amod,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cel', 'si']",[kɛɫsɪ],4,\N,M6
3,1415,iura,noun,iura,iur,obj,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['iu', 'ra']",[jʊra],4,\N,M6
4,1415,Tonantis,verb,tono,Tonant,acl,3,"{Aspect: [imperfective], Case: [genitive], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['to', 'nan', 'tis']",[t̪ɔn̪an̪t̪ɪs],4,\N,M6
5,1415,pura,adjective,purus,pur,amod,6,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pu', 'ra']",[pʊra],4,\N,M6
6,1415,sollers,noun,sollers,soller,advcl,10,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sol', 'lers']",[sɔɫlɛrs],4,\N,M6
7,1415,cernere,verb,cerno,cerner,csubj,6,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cer', 'ne', 're']",[kɛrn̪ɛrɛ],4,\N,M6
8,1415,mente,noun,mens,ment,obl,7,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['men', 'te']",[mɛn̪t̪ɛ],4,\N,M6
9,1415,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N,4,\N,M6
10,1415,aspice,verb,aspicio,aspic,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['as', 'pi', 'ce']",[aspɪkɛ],4,\N,M6
11,1415,summi,adjective,summus,summ,amod,12,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['sum', 'mi']",[sʊmmɪ],4,\N,M6
12,1415,culmina,noun,culmenus,culmin,obj,10,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cul', 'mi', 'na']",[kʊɫmɪn̪a],4,\N,M6
13,1415,caeli,noun,caelum,cael,nmod,12,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cae', 'li']",[kajlɪ],4,\N,M6
14,1415,;,punctuation,;,;,punct,10,\N,\N,[';'],\N,4,\N,M6
0,1416,illic,adverb,illic,illic,advmod,5,\N,"{F: [neg], N: [pos], V: [pos]}","['il', 'lic']",[ɪɫlɪk],4,\N,M6
1,1416,iusto,adjective,iustus,iust,amod,2,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ius', 'to']",[jʊst̪ɔ],4,\N,M6
2,1416,foedere,noun,foeder,foeder,obl,5,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['foe', 'de', 're']",[fojd̪ɛrɛ],4,\N,M6
3,1416,rerum,noun,res,rer,nmod,2,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_e], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['re', 'rum']",[rɛrũː],4,\N,M6
4,1416,ueterem,adjective,uetus,ueter,amod,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['u', 'e', 'te', 'rem']",[wɛt̪ɛrẽː],4,\N,M6
5,1416,seruant,verb,seruo,serua,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['se', 'ru', 'ant']",[sɛrʊjan̪t̪],4,\N,M6
6,1416,sidera,noun,sidus,sider,nsubj,5,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['si', 'de', 'ra']",[sɪd̪ɛra],4,\N,M6
7,1416,pacem,noun,pax,pac,obj,5,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'cem']",[pakẽː],4,\N,M6
8,1416,.,punctuation,.,.,punct,5,\N,\N,['.'],\N,4,\N,M6
0,1417,non,particle,non,non,advmod:neg,7,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],4,\N,M6
1,1417,sol,noun,sol,sol,nsubj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['sol'],[sɔɫ],4,\N,M6
2,1417,rutilo,noun,rutilum,rutil,obl,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ru', 'ti', 'lo']",[rʊt̪ɪlɔ],4,\N,M6
3,1417,concitus,verb,concido,concit,acl,1,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['con', 'ci', 'tus']",[kɔŋkɪt̪ʊs],4,\N,M6
4,1417,igne,noun,ignis,ign,obl,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ig', 'ne']",[ɪŋn̪ɛ],4,\N,M6
5,1417,gelidum,adjective,gelidus,gelid,amod,4,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ge', 'li', 'dum']",[gɛlɪd̪ũː],4,\N,M6
6,1417,Phoebes,noun,phoebus,Phoeb,nsubj,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['phoe', 'bes']",[pʰojbɛs],4,\N,M6
7,1417,impedit,verb,impedio,impedi,root,-1,"{Aspect: [imperfective], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['im', 'pe', 'dit']",[ɪmpɛd̪ɪt̪],4,\N,M6
8,1417,axem,noun,axus,ax,obj,7,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'xem']",[aksẽː],4,\N,M6
9,1417,nec,coordinating_conjunction,nec,nec,cc,14,\N,{F: [pos]},['nec'],[n̪ɛk],4,\N,M6
10,1417,quae,pronoun,qui,quae,obj,14,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],4,\N,M6
11,1417,summo,adjective,summus,summ,amod,12,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sum', 'mo']",[sʊmmɔ],4,\N,M6
12,1417,uertice,noun,uertex,uertic,obl,14,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'er', 'ti', 'ce']",[wɛrt̪ɪkɛ],4,\N,M6
13,1417,mundi,noun,mundus,mund,nmod,12,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mun', 'di']",[mʊn̪d̪ɪ],4,\N,M6
14,1417,flectit,verb,flecto,flecti,conj,7,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['flec', 'tit']",[flɛkt̪ɪt̪],4,\N,M6
15,1417,rapidos,noun,rapis,rapid,obj,14,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ra', 'pi', 'dos']",[rapɪd̪ɔs],4,\N,M6
16,1417,Ursa,noun,Ursa,Urs,nsubj,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'sa']",[ʊrsa],4,\N,M6
17,1417,meatus,noun,meatus,meat,obj,14,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['me', 'a', 'tus']",[mɛ̣jat̪ʊs],4,\N,M6
18,1417,numquam,adverb,numquam,numqu,advmod:emph,23,{<class 'NoneType'>: [None]},"{F: [neg], N: [pos], V: [pos]}","['num', 'quam']",[n̪ʊmkʷãː],4,\N,M6
19,1417,occiduo,noun,occiduus,occidu,obl,23,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['oc', 'ci', 'du', 'o']",[ɔkkɪd̪ʊjɔ],4,\N,M6
20,1417,lota,adjective,lotus,lot,amod,21,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['lo', 'ta']",[lɔt̪a],4,\N,M6
21,1417,profundo,noun,profundus,profund,obl,23,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pro', 'fun', 'do']",[prɔfʊn̪d̪ɔ],4,\N,M6
22,1417,cetera,determiner,ceterus,ceter,obj,23,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural], PronominalType: [contrastive]}","{F: [pos], N: [pos], V: [neg]}","['ce', 'te', 'ra']",[kɛt̪ɛra],4,\N,M6
23,1417,cernens,verb,cerno,cerne,advcl,26,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cer', 'nens']",[kɛrn̪eːn̪s],4,\N,M6
24,1417,sidera,noun,sidus,sider,obj,23,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['si', 'de', 'ra']",[sɪd̪ɛra],4,\N,M6
25,1417,mergi,verb,mergo,merg,xcomp,26,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['mer', 'gi']",[mɛrgɪ],4,\N,M6
26,1417,cupit,verb,cupio,cupi,conj,7,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cu', 'pit']",[kʊpɪt̪],4,\N,M6
27,1417,Oceano,noun,oceanum,Ocean,obl,28,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ce', 'a', 'no']",[ɔkɛ̣jan̪ɔ],4,\N,M6
28,1417,tinguere,verb,tinguo,tinguer,xcomp,26,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['tin', 'gu', 'e', 're']",[t̪ɪŋgʷɛrɛ],4,\N,M6
29,1417,flammas,noun,flamma,flamm,obj,28,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['flam', 'mas']",[flammas],4,\N,M6
30,1417,;,punctuation,;,;,punct,7,\N,\N,[';'],\N,4,\N,M6
0,1418,semper,adverb,semper,sempe,advmod:tmod,6,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}","['sem', 'per']",[sɛmpɛr],4,\N,M6
1,1418,uicibus,noun,uicus,uic,obl,6,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'ci', 'bus']",[wɪkɪbʊs],4,\N,M6
2,1418,temporis,noun,tempus,tempor,nmod,1,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tem', 'po', 'ris']",[t̪ɛmpɔrɪs],4,\N,M6
3,1418,aequis,adjective,aequus,aequ,amod,1,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'quis']",[ajkʷɪs],4,\N,M6
4,1418,Vesper,noun,Vesper,Vespe,nsubj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ves', 'per']",[wɛspɛr],4,\N,M6
5,1418,seras,noun,sera,ser,obj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['se', 'ras']",[sɛras],4,\N,M6
6,1418,nuntiat,verb,nuntio,nuntia,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['nun', 'ti', 'at']",[n̪ʊn̪t̪ɪ̣jat̪],4,\N,M6
7,1418,umbras,noun,umbra,umbr,obj,8,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['um', 'bras']",[ʊmbras],4,\N,M6
8,1418,reuehitque,verb,reuehio,reuehi,conj,6,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['reu', 'e', 'hit', 'que']",[rewɛhɪt̪kʷɛ],4,\N,M6
9,1418,diem,noun,dies,di,obj,8,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_e], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'em']",[d̪ɪ̣jẽː],4,\N,M6
10,1418,Lucifer,proper_noun,Lucifer,Lucife,nsubj,8,"{Foreign: [pos], Gender: [masculine], NameType: [person_given_name], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'ci', 'fer']",[lʊkɪfɛr],4,\N,M6
11,1418,almum,noun,almus,alm,obj,8,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['al', 'mum']",[aɫmũː],4,\N,M6
12,1418,.,punctuation,.,.,punct,6,\N,\N,['.'],\N,4,\N,M6
0,1419,sic,adverb,sic,sic,advmod,2,\N,"{F: [neg], N: [pos], V: [pos]}",['sic'],[sɪk],4,\N,M6
1,1419,aeternos,adjective,aeternus,aetern,obj,2,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ter', 'nos']",[ajt̪ɛrn̪ɔs],4,\N,M6
2,1419,reficit,verb,reficio,refici,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'fi', 'cit']",[rɛfɪkɪt̪],4,\N,M6
3,1419,cursus,noun,cursus,curs,nsubj,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cur', 'sus']",[kʊrsʊs],4,\N,M6
4,1419,alternus,adjective,alternus,altern,amod,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['al', 'ter', 'nus']",[aɫt̪ɛrn̪ʊs],4,\N,M6
5,1419,amor,noun,amor,amo,nsubj,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'mor']",[amɔr],4,\N,M6
6,1419,",",punctuation,",",",",punct,11,\N,\N,"[',']",\N,4,\N,M6
7,1419,sic,adverb,sic,sic,advmod,11,\N,"{F: [neg], N: [pos], V: [pos]}",['sic'],[sɪk],4,\N,M6
8,1419,astrigeris,noun,astrigor,astriger,nmod,9,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['as', 'tri', 'ge', 'ris']",[ast̪rɪgɛrɪs],4,\N,M6
9,1419,bellum,noun,bellum,bell,obj,11,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'lum']",[bɛɫɫũː],4,\N,M6
10,1419,discors,adjective,discors,discor,amod,9,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['dis', 'cors']",[d̪ɪskɔrs],4,\N,M6
11,1419,exsulat,verb,exsulo,exsula,conj,2,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'su', 'lat']",[ɛkssʊlat̪],4,\N,M6
12,1419,oris,noun,oris,or,nmod,9,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 'ris']",[ɔrɪs],4,\N,M6
13,1419,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,4,\N,M6
0,1420,haec,determiner,hic,haec,det,1,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],4,\N,M6
1,1420,concordia,noun,concordia,concord,nsubj,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['con', 'cor', 'di', 'a']",[kɔŋkɔrd̪ɪ̣ja],4,\N,M6
2,1420,temperat,verb,tempero,tempera,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['tem', 'pe', 'rat']",[t̪ɛmpɛrat̪],4,\N,M6
3,1420,aequis,adjective,aequus,aequ,amod,4,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'quis']",[ajkʷɪs],4,\N,M6
4,1420,elementa,noun,elementum,element,obj,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['e', 'le', 'men', 'ta']",[ɛlɛmɛn̪t̪a],4,\N,M6
5,1420,modis,noun,modus,mod,obl,2,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['mo', 'dis']",[mɔd̪ɪs],4,\N,M6
6,1420,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,4,\N,M6
7,1420,ut,subordinating_conjunction,ut,ut,mark,10,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],4,\N,M6
8,1420,pugnantia,verb,pugnano,pugnant,csubj,10,"{Aspect: [imperfective], Case: [nominative], Gender: [neuter], InflClass: [lat_a, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pug', 'nan', 'ti', 'a']",[pʊŋn̪an̪t̪ɪ̣ja],4,\N,M6
9,1420,uicibus,noun,uicus,uic,obl:arg,10,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['u', 'i', 'ci', 'bus']",[wɪkɪbʊs],4,\N,M6
10,1420,cedant,verb,cedo,ceda,advcl,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ce', 'dant']",[kɛd̪an̪t̪],4,\N,M6
11,1420,humida,adjective,umidus,humid,nsubj,10,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['hu', 'mi', 'da']",[hʊmɪd̪a],4,\N,M6
12,1420,siccis,adjective,siccus,sicc,obl:arg,13,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['sic', 'cis']",[sɪkkɪs],4,\N,M6
13,1420,iungantque,verb,iungo,iunga,conj,10,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['iun', 'gan', 'tque']",[jʊŋgan̪t̪kʷɛ],4,\N,M6
14,1420,fidem,noun,fides,fid,obj,13,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_e], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'dem']",[fɪd̪ẽː],4,\N,M6
15,1420,frigora,noun,frigus,frigor,obj,13,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fri', 'go', 'ra']",[frɪgɔra],4,\N,M6
16,1420,flammis,noun,flamma,flamm,nmod,14,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['flam', 'mis']",[flammɪs],4,\N,M6
17,1420,",",punctuation,",",",",punct,20,\N,\N,"[',']",\N,4,\N,M6
18,1420,pendulus,adjective,pendulus,pendul,nsubj,20,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pen', 'du', 'lus']",[pɛn̪d̪ʊlʊs],4,\N,M6
19,1420,ignis,noun,ignis,ign,nsubj,20,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ig', 'nis']",[ɪŋn̪ɪs],4,\N,M6
20,1420,surgat,verb,surgo,surga,conj,10,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sur', 'gat']",[sʊrgat̪],4,\N,M6
21,1420,in,adposition,in,in,case,22,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],4,\N,M6
22,1420,altum,noun,altus,alt,obl,20,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['al', 'tum']",[aɫt̪ũː],4,\N,M6
23,1420,terraeque,noun,terra,terr,nmod,22,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'rae', 'que']",[t̪ɛrrajkʷɛ],4,\N,M6
24,1420,graues,adjective,grauis,grau,nsubj,26,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['grau', 'es']",[grawɛs],4,\N,M6
25,1420,pondere,noun,pondus,ponder,obl,26,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pon', 'de', 're']",[pɔn̪d̪ɛrɛ],4,\N,M6
26,1420,sidant,verb,sido,sida,advcl,20,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [subjunctive], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['si', 'dant']",[sɪd̪an̪t̪],4,\N,M6
27,1420,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,4,\N,M6
0,1421,his,determiner,hic,h,obl,5,"{Case: [ablative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['his'],[hɪs],4,\N,M6
1,1421,de,adposition,de,de,case,2,\N,"{F: [pos], N: [neg], V: [neg]}",['de'],[d̪ɛ],4,\N,M6
2,1421,causis,noun,causa,caus,obl,4,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cau', 'sis']",[kawsɪs],4,\N,M6
3,1421,uere,adverb,uere,uer,advmod,4,\N,"{F: [neg], N: [pos], V: [pos]}","['u', 'e', 're']",[wɛrɛ],4,\N,M6
4,1421,tepenti,verb,tepenio,tepent,advcl:abs,5,"{Aspect: [imperfective], Case: [ablative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['te', 'pen', 'ti']",[t̪ɛpɛn̪t̪ɪ],4,\N,M6
5,1421,spirat,verb,spiro,spira,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['spi', 'rat']",[spɪrat̪],4,\N,M6
6,1421,florifer,noun,florifer,florife,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['flo', 'ri', 'fer']",[flɔrɪfɛr],4,\N,M6
7,1421,annus,noun,annus,ann,nsubj,5,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['an', 'nus']",[an̪n̪ʊs],4,\N,M6
8,1421,odores,noun,odor,odor,obj,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['o', 'do', 'res']",[ɔd̪ɔrɛs],4,\N,M6
9,1421,",",punctuation,",",",",punct,13,\N,\N,"[',']",\N,4,\N,M6
10,1421,aestas,noun,aestas,aest,nsubj,13,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['aes', 'tas']",[ajst̪as],4,\N,M6
